API,Basin,Cnty_Name,FieldName,AreaName,PoolName,First0fFirstProdthenInjDate,FirstProdDate,FirstInjDate,DOGGR_API,searched_DOGGR_API,frac_confirmed_DOGGR_API,frac_pack_DOGGR_API
04-030-45220,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045220,,,
04-030-45221,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045221,,,
04-030-45222,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045222,03045222,03045222,
04-030-45223,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045223,03045223,03045223,
04-030-45224,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045224,,,
04-030-45225,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045225,,,
04-030-45226,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045226,,,
04-030-45227,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045227,,,
04-030-45228,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045228,,,
04-030-45229,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045229,03045229,03045229,
04-030-45230,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045230,,,
04-030-45231,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,9/1/12,,9/1/12,03045231,,,
04-030-45232,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/12,,10/1/12,03045232,03045232,03045232,
04-030-45233,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045233,03045233,03045233,
04-030-45234,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045234,,,
04-030-45235,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/12,,10/1/12,03045235,,,
04-030-45236,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,9/1/12,,9/1/12,03045236,03045236,03045236,
04-030-45237,San Joaquin,Kern,Cymric,Welport Area,Tulare,12/1/12,,12/1/12,03045237,,,
04-030-45238,San Joaquin,Kern,Cymric,Welport Area,Tulare,11/1/12,,11/1/12,03045238,,,
04-030-45239,San Joaquin,Kern,Cymric,Welport Area,Tulare,11/1/12,,11/1/12,03045239,,,
04-030-45240,San Joaquin,Kern,Cymric,Welport Area,Tulare,5/1/13,,5/1/13,03045240,,,
04-030-45241,San Joaquin,Kern,Cymric,Welport Area,Tulare,2/1/13,,2/1/13,03045241,,,
04-030-45242,San Joaquin,Kern,Cymric,Welport Area,Tulare,2/1/13,,2/1/13,03045242,03045242,,
04-030-45246,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,,03045246,,,
04-030-45247,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,,03045247,,,
04-030-45248,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,6/1/13,03045248,,,
04-030-45249,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,,03045249,,,
04-030-45251,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045251,03045251,,
04-030-45252,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/12,,10/1/12,03045252,,,
04-030-45253,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045253,,,
04-030-45254,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045254,,,
04-030-45255,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045255,,,
04-030-45256,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045256,,,
04-030-45257,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045257,,,
04-030-45258,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,,1/1/12,03045258,,,
04-030-45259,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,,1/1/12,03045259,,,
04-030-45260,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045260,03045260,03045260,
04-030-45261,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045261,,,
04-030-45262,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045262,,,
04-030-45263,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045263,,,
04-030-45264,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03045264,,,
04-030-45265,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045265,,,
04-030-45266,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/12,,10/1/12,03045266,,,
04-030-45267,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/13,,1/1/13,03045267,,,
04-030-45268,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045268,,,
04-030-45269,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045269,,,
04-030-45270,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/12,,10/1/12,03045270,03045270,03045270,
04-030-45271,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045271,,,
04-030-45272,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045272,,,
04-030-45273,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045273,03045273,03045273,
04-030-45274,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,9/1/12,,9/1/12,03045274,,,
04-030-45275,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045275,03045275,03045275,
04-030-45276,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045276,,,
04-030-45277,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/11,12/1/11,,03045277,03045277,,
04-030-45279,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/11,12/1/11,,03045279,,,
04-030-45280,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/11,12/1/11,,03045280,,,
04-030-45281,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/11,12/1/11,,03045281,,,
04-030-45283,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,1/1/12,1/1/12,,03045283,,,
04-030-45284,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),1/1/12,1/1/12,,03045284,03045284,,
04-030-45285,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),2/1/12,2/1/12,,03045285,,,
04-030-45286,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),1/1/12,1/1/12,,03045286,,,
04-030-45287,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045287,,,
04-030-45288,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045288,,,
04-030-45289,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045289,03045289,,
04-030-45290,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045290,,,
04-030-45291,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,6/1/12,03045291,,,
04-030-45292,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,,03045292,,,
04-030-45293,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,,03045293,,,
04-030-45294,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,,03045294,,,
04-030-45295,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,12/1/11,12/1/11,4/1/12,03045295,,,
04-030-45296,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/12,2/1/12,2/1/12,03045296,,,
04-030-45297,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/12,,10/1/12,03045297,,,
04-030-45298,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045298,,,
04-030-45299,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045299,,,
04-030-45300,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045300,,,
04-030-45301,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045301,03045301,03045301,
04-030-45302,San Joaquin,Kern,Kern River,Any Area,Kern River,8/1/12,,8/1/12,03045302,,,
04-030-45303,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/13,,1/1/13,03045303,,,
04-030-45304,San Joaquin,Kern,Kern River,Any Area,Kern River,8/1/12,,8/1/12,03045304,03045304,,
04-030-45305,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03045305,,,
04-030-45306,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03045306,,,
04-030-45307,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/12,2/1/12,,03045307,,,
04-030-45308,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/12,2/1/12,5/1/12,03045308,,,
04-030-45311,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),12/1/11,12/1/11,,03045311,,,
04-030-45312,San Joaquin,Kern,Round Mountain,Main Area,Vedder,1/1/12,1/1/12,,03045312,,,
04-030-45315,San Joaquin,Kern,Wheeler Ridge,Central Area,Coal Oil Canyon,1/1/12,1/1/12,,03045315,03045315,,
04-030-45316,San Joaquin,Kern,Wheeler Ridge,Central Area,Coal Oil Canyon,1/1/12,1/1/12,,03045316,,,
04-030-45317,San Joaquin,Kern,Wheeler Ridge,Central Area,No Pool Breakdown,8/1/12,8/1/12,,03045317,,,
04-030-45318,San Joaquin,Kern,Wheeler Ridge,Central Area,No Pool Breakdown,8/1/12,8/1/12,,03045318,,,
04-030-45319,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-West Dome,8/1/12,8/1/12,,03045319,03045319,,
04-030-45320,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,1/1/12,03045320,,,
04-030-45321,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/11,11/1/11,2/1/12,03045321,,,
04-030-45322,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,4/1/12,03045322,03045322,,
04-030-45323,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/11,11/1/11,1/1/12,03045323,,,
04-030-45324,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/11,11/1/11,1/1/12,03045324,,,
04-030-45325,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,6/1/12,03045325,,,
04-030-45327,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045327,,,
04-030-45330,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045330,,,
04-030-45331,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,3/1/12,03045331,03045331,,
04-030-45332,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,6/1/12,03045332,,,
04-030-45333,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,1/1/12,03045333,,,
04-030-45334,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,1/1/12,03045334,,,
04-030-45335,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,1/1/12,03045335,,,
04-030-45336,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),7/1/12,7/1/12,,03045336,,,
04-030-45337,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),6/1/12,6/1/12,,03045337,,,
04-030-45338,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),8/1/12,8/1/12,,03045338,,,
04-030-45339,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/13,3/1/13,,03045339,03045339,,
04-030-45340,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),8/1/12,8/1/12,,03045340,,,
04-030-45342,San Joaquin,Kern,Poso Creek,Enas Area,No Pool Breakdown,12/1/11,12/1/11,,03045342,,,
04-030-45343,San Joaquin,Kern,Elk Hills,Any Area,Stevens (31S),2/1/12,2/1/12,,03045343,,,
04-030-45344,San Joaquin,Kern,Lost Hills,Any Area,Tulare,6/1/12,6/1/12,7/1/12,03045344,,,
04-030-45345,San Joaquin,Kern,Lost Hills,Any Area,Tulare,7/1/12,7/1/12,7/1/12,03045345,,,
04-030-45346,San Joaquin,Kern,Lost Hills,Any Area,Tulare,5/1/12,5/1/12,6/1/12,03045346,,,
04-030-45347,San Joaquin,Kern,Lost Hills,Any Area,Tulare,5/1/12,5/1/12,6/1/12,03045347,,,
04-030-45348,San Joaquin,Kern,Lost Hills,Any Area,Tulare,6/1/12,6/1/12,7/1/12,03045348,,,
04-030-45349,San Joaquin,Kern,Tejon,Central Area,No Pool Breakdown,12/1/11,12/1/11,,03045349,03045349,,
04-030-45350,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,3/1/12,03045350,,,
04-030-45351,San Joaquin,Kern,Kern River,Any Area,Kern River,4/1/12,4/1/12,4/1/12,03045351,03045351,,
04-030-45352,San Joaquin,Kern,Lost Hills,Any Area,Tulare,5/1/12,5/1/12,6/1/12,03045352,03045352,,
04-030-45353,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,7/1/12,,7/1/12,03045353,03045353,,
04-030-45354,San Joaquin,Kern,Midway-Sunset,Any Area,Tulare,6/1/12,,6/1/12,03045354,03045354,,
04-030-45355,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045355,,,
04-030-45356,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045356,03045356,,
04-030-45356,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045356,03045356,,
04-030-45357,San Joaquin,Kern,Elk Hills,Any Area,Tulare,12/1/12,,12/1/12,03045357,,,
04-030-45358,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,12/1/12,,12/1/12,03045358,,,
04-030-45359,San Joaquin,Kern,Elk Hills,Any Area,No Pool Breakdown,2/1/12,2/1/12,,03045359,,,
04-030-45360,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045360,,,
04-030-45361,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045361,,,
04-030-45362,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045362,,,
04-030-45362,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045362,,,
04-030-45363,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045363,,,
04-030-45364,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045364,,,
04-030-45365,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045365,,,
04-030-45366,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045366,,,
04-030-45367,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045367,03045367,03045367,
04-030-45368,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045368,03045368,,
04-030-45369,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045369,,,
04-030-45370,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045370,,,
04-030-45371,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045371,,,
04-030-45372,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045372,,,
04-030-45373,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045373,,,
04-030-45374,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045374,03045374,03045374,
04-030-45375,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045375,,,
04-030-45376,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,7/1/12,,7/1/12,03045376,,,
04-030-45377,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045377,,,
04-030-45378,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045378,03045378,03045378,
04-030-45379,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045379,,,
04-030-45380,San Joaquin,Kern,Lost Hills,Any Area,Tulare,5/1/12,5/1/12,6/1/12,03045380,,,
04-030-45381,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,7/1/12,03045381,03045381,,
04-030-45382,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045382,,,
04-030-45383,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045383,,,
04-030-45384,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045384,,,
04-030-45385,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045385,,,
04-030-45386,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045386,03045386,,
04-030-45387,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045387,,,
04-030-45389,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045389,03045389,03045389,
04-030-45391,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,,03045391,,,
04-030-45392,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,4/1/12,,03045392,,,
04-030-45393,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,5/1/12,03045393,,,
04-030-45395,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,8/1/12,03045395,,,
04-030-45396,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045396,,,
04-030-45397,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,4/1/12,03045397,,,
04-030-45398,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045398,,,
04-030-45399,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03045399,03045399,,
04-030-45400,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045400,03045400,03045400,
04-030-45401,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,7/1/12,03045401,,,
04-030-45402,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045402,,,
04-030-45403,San Joaquin,Kern,Lost Hills,Any Area,Tulare,4/1/12,4/1/12,3/1/12,03045403,,,
04-030-45404,San Joaquin,Kern,Lost Hills,Any Area,Tulare,3/1/12,3/1/12,3/1/12,03045404,,,
04-030-45405,San Joaquin,Kern,Lost Hills,Any Area,Tulare,4/1/12,4/1/12,3/1/12,03045405,,,
04-030-45406,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045406,,,
04-030-45407,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045407,03045407,03045407,
04-030-45408,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045408,,,
04-030-45409,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,3/1/12,,03045409,,,
04-030-45410,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/12,3/1/12,,03045410,,,
04-030-45411,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),2/1/12,2/1/12,,03045411,,,
04-030-45412,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),2/1/12,2/1/12,,03045412,,,
04-030-45413,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,9/1/12,9/1/12,10/1/12,03045413,03045413,,
04-030-45414,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/12,8/1/12,12/1/12,03045414,,,
04-030-45415,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/12,10/1/12,11/1/12,03045415,,,
04-030-45416,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,9/1/12,9/1/12,11/1/12,03045416,,,
04-030-45417,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,9/1/12,9/1/12,10/1/12,03045417,,,
04-030-45418,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,8/1/12,03045418,,,
04-030-45419,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,8/1/12,03045419,,,
04-030-45420,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,,03045420,,,
04-030-45421,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,,03045421,03045421,,
04-030-45422,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,9/1/12,03045422,,,
04-030-45423,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,9/1/12,03045423,03045423,,
04-030-45424,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,9/1/12,03045424,,,
04-030-45425,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,9/1/12,03045425,,,
04-030-45426,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,8/1/12,03045426,,,
04-030-45427,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,8/1/12,03045427,03045427,,
04-030-45428,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045428,03045428,,
04-030-45429,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,6/1/12,03045429,,,
04-030-45430,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,6/1/12,03045430,,,
04-030-45431,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,6/1/12,03045431,,,
04-030-45433,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,12/1/11,03045433,,,
04-030-45434,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/12,10/1/12,11/1/12,03045434,,,
04-030-45435,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/12,8/1/12,1/1/13,03045435,03045435,,
04-030-45436,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/12,10/1/12,11/1/12,03045436,,,
04-030-45437,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,10/1/12,10/1/12,10/1/12,03045437,,,
04-030-45440,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045440,,,
04-030-45441,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045441,,,
04-030-45442,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/13,,1/1/13,03045442,03045442,03045442,
04-030-45443,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045443,03045443,03045443,
04-030-45444,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045444,,,
04-030-45445,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045445,,,
04-030-45446,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045446,,,
04-030-45447,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045447,03045447,03045447,
04-030-45448,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045448,,,
04-030-45449,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,8/1/12,,8/1/12,03045449,,,
04-030-45450,San Joaquin,Kern,Elk Hills,Any Area,No Pool Breakdown,6/1/12,6/1/12,,03045450,,,
04-030-45460,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045460,03045460,03045460,
04-030-45461,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045461,,,
04-030-45462,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045462,,,
04-030-45463,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045463,,,
04-030-45464,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045464,03045464,03045464,
04-030-45465,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03045465,,,
04-030-45466,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045466,,,
04-030-45467,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03045467,03045467,03045467,
04-030-45467,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03045467,03045467,03045467,
04-030-45468,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,,1/1/12,03045468,,,
04-030-45474,San Joaquin,Kern,Elk Hills,Any Area,No Pool Breakdown,7/1/12,7/1/12,,03045474,,,
04-030-45475,San Joaquin,Kern,Lost Hills,Any Area,Tulare,4/1/12,4/1/12,2/1/12,03045475,,,
04-030-45476,San Joaquin,Kern,Lost Hills,Any Area,Tulare,3/1/12,3/1/12,2/1/12,03045476,,,
04-030-45477,San Joaquin,Kern,Lost Hills,Any Area,Tulare,3/1/12,3/1/12,2/1/12,03045477,03045477,,
04-030-45478,San Joaquin,Kern,Lost Hills,Any Area,Tulare,4/1/12,4/1/12,2/1/12,03045478,03045478,,
04-030-45479,San Joaquin,Kern,Lost Hills,Any Area,Tulare,3/1/12,3/1/12,2/1/12,03045479,,,
04-030-45480,San Joaquin,Kern,Lost Hills,Any Area,Tulare,4/1/12,4/1/12,3/1/12,03045480,,,
