API,Basin,Cnty_Name,FieldName,AreaName,PoolName,First0fFirstProdthenInjDate,FirstProdDate,FirstInjDate,DOGGR_API,searched_DOGGR_API,frac_confirmed_DOGGR_API,frac_pack_DOGGR_API
04-013-20376,Sacramento,Contra Costa,Rio Vista Gas,Any Area,No Pool Breakdown,1/1/09,1/1/09,,01320376,01320376,,
04-013-20377,Sacramento,Contra Costa,Rio Vista Gas,Any Area,No Pool Breakdown,1/1/09,1/1/09,,01320377,01320377,,
04-013-20378,Sacramento,Contra Costa,Rio Vista Gas,Any Area,No Pool Breakdown,1/1/09,1/1/09,,01320378,01320378,,
04-019-00026,San Joaquin,Fresno,Raisin City,Any Area,Zilch,12/1/06,12/1/06,,01900026,01900026,,
04-019-00076,San Joaquin,Fresno,Helm,Main Area,Eocene & Cretaceous,5/1/08,5/1/08,,01900076,01900076,01900076,
04-019-00446,San Joaquin,Fresno,Coalinga,Any Area,Cretaceous,4/1/11,4/1/11,,01900446,01900446,,
04-019-00447,San Joaquin,Fresno,Coalinga,Any Area,Cretaceous,4/1/11,4/1/11,,01900447,01900447,,
04-019-00450,San Joaquin,Fresno,Coalinga,Any Area,Cretaceous,4/1/11,4/1/11,,01900450,01900450,,
04-019-00451,San Joaquin,Fresno,Coalinga,Any Area,Cretaceous,4/1/11,4/1/11,,01900451,01900451,,
04-019-02870,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/05,,9/1/05,01902870,01902870,,
04-019-02917,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/07,,3/1/07,01902917,01902917,,
04-019-03872,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/12,,8/1/12,01903872,01903872,,
04-019-04487,San Joaquin,Fresno,"Coalinga, East, Extension",Coalinga Nose Area,Gatchell,8/1/05,,8/1/05,01904487,01904487,,
04-019-04653,San Joaquin,Fresno,"Coalinga, East, Extension",Coalinga Nose Area,Vaqueros,3/1/06,3/1/06,,01904653,01904653,,
04-019-04927,San Joaquin,Fresno,Helm,Main Area,Miocene,2/1/03,2/1/03,,01904927,01904927,,
04-019-04932,San Joaquin,Fresno,Helm,Main Area,Miocene,4/1/06,4/1/06,,01904932,01904932,,
04-019-04944,San Joaquin,Fresno,Helm,Main Area,Eocene & Cretaceous,5/1/08,5/1/08,,01904944,01904944,,
04-019-05067,San Joaquin,Fresno,Helm,Main Area,No Pool Breakdown,7/1/08,,7/1/08,01905067,01905067,,
04-019-05111,San Joaquin,Fresno,Helm,Main Area,Eocene & Cretaceous,1/1/08,1/1/08,,01905111,01905111,,
04-019-05266,San Joaquin,Fresno,Jacalitos,Any Area,Temblor,2/1/02,2/1/02,7/1/03,01905266,01905266,,
04-019-05328,San Joaquin,Fresno,Jacalitos,Any Area,Temblor,12/1/03,12/1/03,,01905328,01905328,,
04-019-05461,San Joaquin,Fresno,Raisin City,Any Area,Zilch,6/1/02,6/1/02,,01905461,01905461,,
04-019-05487,San Joaquin,Fresno,Raisin City,Any Area,Eocene,10/1/06,10/1/06,,01905487,01905487,,
04-019-05489,San Joaquin,Fresno,Raisin City,Any Area,Eocene,10/1/05,10/1/05,,01905489,01905489,,
04-019-05491,San Joaquin,Fresno,Raisin City,Any Area,Eocene,5/1/06,5/1/06,,01905491,01905491,,
04-019-05548,San Joaquin,Fresno,Raisin City,Any Area,Zilch,6/1/02,6/1/02,,01905548,01905548,,
04-019-05550,San Joaquin,Fresno,Raisin City,Any Area,Eocene,3/1/04,3/1/04,,01905550,01905550,,
04-019-05552,San Joaquin,Fresno,Raisin City,Any Area,Zilch,2/1/03,2/1/03,,01905552,01905552,,
04-019-05565,San Joaquin,Fresno,Raisin City,Any Area,Eocene,5/1/03,5/1/03,,01905565,01905565,,
04-019-05571,San Joaquin,Fresno,Raisin City,Any Area,Zilch,6/1/02,6/1/02,,01905571,01905571,,
04-019-05574,San Joaquin,Fresno,Raisin City,Any Area,Zilch,4/1/03,4/1/03,,01905574,01905574,,
04-019-05576,San Joaquin,Fresno,Raisin City,Any Area,Zilch,5/1/05,,5/1/05,01905576,01905576,,
04-019-05577,San Joaquin,Fresno,Raisin City,Any Area,Zilch,1/1/04,1/1/04,,01905577,01905577,,
04-019-05579,San Joaquin,Fresno,Raisin City,Any Area,Zilch,3/1/04,3/1/04,,01905579,01905579,,
04-019-05583,San Joaquin,Fresno,Raisin City,Any Area,Zilch,4/1/06,4/1/06,,01905583,01905583,,
04-019-05586,San Joaquin,Fresno,Raisin City,Any Area,Eocene,2/1/06,2/1/06,,01905586,01905586,,
04-019-05632,San Joaquin,Fresno,Riverdale,Any Area,Miocene,2/1/09,2/1/09,,01905632,01905632,,
04-019-05647,San Joaquin,Fresno,Riverdale,Any Area,Miocene,8/1/06,8/1/06,,01905647,01905647,01905647,
04-019-05812,San Joaquin,Fresno,Kettleman North Dome,Any Area,No Pool Breakdown,4/1/07,,4/1/07,01905812,01905812,,
04-019-05837,San Joaquin,Fresno,Kettleman North Dome,Any Area,No Pool Breakdown,3/1/09,3/1/09,,01905837,01905837,,
04-019-05917,San Joaquin,Fresno,Kettleman North Dome,Any Area,Temblor,5/1/05,5/1/05,,01905917,01905917,,
04-019-05940,San Joaquin,Fresno,Kettleman North Dome,Any Area,Kreyenhagen,4/1/04,4/1/04,,01905940,01905940,,
04-019-05958,San Joaquin,Fresno,Kettleman North Dome,Any Area,Vaqueros,1/1/07,1/1/07,,01905958,01905958,,
04-019-20007,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/03,,4/1/03,01920007,01920007,,
04-019-20033,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/04,,5/1/04,01920033,01920033,,
04-019-20041,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/13,,3/1/13,01920041,01920041,,
04-019-20070,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01920070,01920070,,
04-019-20153,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01920153,01920153,,
04-019-20191,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/03,,8/1/03,01920191,01920191,,
04-019-20248,San Joaquin,Fresno,Riverdale,Any Area,Pliocene,3/1/09,,3/1/09,01920248,01920248,,
04-019-20274,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/12,,8/1/12,01920274,01920274,,
04-019-20338,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/08,,1/1/08,01920338,01920338,,
04-019-20647,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/05,,1/1/05,01920647,01920647,,
04-019-20751,San Joaquin,Fresno,Raisin City,Any Area,No Pool Breakdown,8/1/09,,8/1/09,01920751,01920751,01920751,
04-019-20896,San Joaquin,Fresno,Raisin City,Any Area,Zilch,5/1/02,5/1/02,,01920896,01920896,,
04-019-21240,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/09,,3/1/09,01921240,01921240,,
04-019-21242,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/09,,1/1/09,01921242,01921242,,
04-019-21246,San Joaquin,Fresno,Riverdale,Any Area,Miocene,10/1/06,,10/1/06,01921246,01921246,01921246,
04-019-21556,San Joaquin,Fresno,Burrel,Any Area,Miocene,8/1/10,,8/1/10,01921556,01921556,,
04-019-21601,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/08,,5/1/08,01921601,01921601,,
04-019-21805,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01921805,01921805,,
04-019-21806,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/08,7/1/08,9/1/02,01921806,01921806,,
04-019-21807,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01921807,01921807,,
04-019-21810,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01921810,01921810,,
04-019-21811,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/08,6/1/08,,01921811,01921811,,
04-019-21812,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/08,7/1/08,9/1/02,01921812,01921812,,
04-019-21821,San Joaquin,Fresno,Coalinga,Any Area,Temblor,12/1/08,12/1/08,,01921821,01921821,,
04-019-21905,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01921905,01921905,,
04-019-21909,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01921909,01921909,,
04-019-21923,San Joaquin,Fresno,Helm,Main Area,No Pool Breakdown,8/1/09,,8/1/09,01921923,01921923,,
04-019-21944,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01921944,01921944,,
04-019-21968,San Joaquin,Fresno,Coalinga,Any Area,Temblor,12/1/08,,12/1/08,01921968,01921968,,
04-019-21974,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/05,,2/1/05,01921974,01921974,,
04-019-22014,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01922014,01922014,,
04-019-22028,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01922028,01922028,,
04-019-22036,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01922036,01922036,,
04-019-22088,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/13,,5/1/13,01922088,01922088,,
04-019-22106,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01922106,01922106,,
04-019-22108,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/12,,7/1/12,01922108,01922108,,
04-019-22120,San Joaquin,Fresno,Riverdale,Any Area,Miocene,6/1/12,6/1/12,,01922120,01922120,,
04-019-22125,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/10,,7/1/10,01922125,01922125,,
04-019-22141,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/05,,4/1/05,01922141,01922141,,
04-019-22226,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/03,,9/1/03,01922226,01922226,,
04-019-22230,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/05,,2/1/05,01922230,01922230,,
04-019-22414,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/09,,3/1/09,01922414,01922414,,
04-019-22471,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/05,,2/1/05,01922471,01922471,,
04-019-22588,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/12,,6/1/12,01922588,01922588,,
04-019-22607,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/07,,4/1/07,01922607,01922607,,
04-019-22609,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/03,,1/1/03,01922609,01922609,,
04-019-22610,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/05,,10/1/05,01922610,01922610,,
04-019-22611,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/03,,5/1/03,01922611,01922611,,
04-019-22658,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/05,,4/1/05,01922658,01922658,,
04-019-22688,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/03,,3/1/03,01922688,01922688,,
04-019-22745,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/12,,3/1/12,01922745,01922745,,
04-019-22766,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/03,,3/1/03,01922766,01922766,,
04-019-22788,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01922788,01922788,,
04-019-22790,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/03,,3/1/03,01922790,01922790,,
04-019-22829,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/08,,4/1/08,01922829,01922829,,
04-019-22836,San Joaquin,Fresno,Coalinga,Any Area,Temblor,12/1/04,,12/1/04,01922836,01922836,,
04-019-22956,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/08,11/1/08,,01922956,01922956,,
04-019-22958,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,,7/1/02,01922958,01922958,,
04-019-22999,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/12,,8/1/12,01922999,01922999,,
04-019-23121,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/08,11/1/08,3/1/09,01923121,01923121,,
04-019-23169,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/05,,1/1/05,01923169,01923169,,
04-019-23337,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/05,,1/1/05,01923337,01923337,,
04-019-23378,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/12,,4/1/12,01923378,01923378,,
04-019-23380,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/03,,5/1/03,01923380,01923380,,
04-019-23423,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01923423,01923423,,
04-019-23430,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/04,,8/1/04,01923430,01923430,,
04-019-23449,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01923449,01923449,,
04-019-23452,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/07,,6/1/07,01923452,01923452,,
04-019-23454,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/04,,8/1/04,01923454,01923454,,
04-019-23477,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/10,,2/1/10,01923477,01923477,,
04-019-23505,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/07,,8/1/07,01923505,01923505,,
04-019-23583,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/13,8/1/13,,01923583,01923583,,
04-019-23584,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/13,8/1/13,,01923584,01923584,,
04-019-23625,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/08,,7/1/08,01923625,01923625,,
04-019-23628,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/12,,6/1/12,01923628,01923628,,
04-019-23639,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01923639,01923639,,
04-019-23648,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01923648,01923648,,
04-019-23655,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/04,,10/1/04,01923655,01923655,,
04-019-23656,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01923656,01923656,,
04-019-23679,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,,9/1/02,01923679,01923679,,
04-019-23681,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/04,,7/1/04,01923681,01923681,,
04-019-23692,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/02,,10/1/02,01923692,01923692,,
04-019-23698,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/06,,3/1/06,01923698,01923698,,
04-019-23700,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/02,,10/1/02,01923700,01923700,,
04-019-23735,San Joaquin,Fresno,Coalinga,Any Area,Temblor,12/1/05,,12/1/05,01923735,01923735,,
04-019-23744,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/05,,2/1/05,01923744,01923744,,
04-019-23745,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/05,,2/1/05,01923745,01923745,,
04-019-23749,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/10,,8/1/10,01923749,01923749,,
04-019-23760,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/05,,2/1/05,01923760,01923760,,
04-019-23761,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/05,,7/1/05,01923761,01923761,,
04-019-23809,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/07,,7/1/07,01923809,01923809,,
04-019-23820,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/04,,5/1/04,01923820,01923820,,
04-019-23829,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/08,,1/1/08,01923829,01923829,,
04-019-23848,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/06,,11/1/06,01923848,01923848,,
04-019-23849,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/06,,11/1/06,01923849,01923849,,
04-019-23850,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/08,,8/1/08,01923850,01923850,,
04-019-23874,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/06,,8/1/06,01923874,01923874,,
04-019-23875,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/06,,10/1/06,01923875,01923875,,
04-019-23881,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/06,,11/1/06,01923881,01923881,,
04-019-23889,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/06,,7/1/06,01923889,01923889,,
04-019-23917,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01923917,01923917,,
04-019-23970,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/10,,6/1/10,01923970,01923970,,
04-019-23976,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/06,,9/1/06,01923976,01923976,,
04-019-23980,San Joaquin,Fresno,Coalinga,Any Area,Temblor,12/1/08,,12/1/08,01923980,01923980,,
04-019-23981,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/06,,1/1/06,01923981,01923981,,
04-019-23983,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/04,,7/1/04,01923983,01923983,,
04-019-23998,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/03,1/1/03,,01923998,01923998,,
04-019-23999,San Joaquin,Fresno,Jacalitos,Any Area,Temblor,3/1/04,,3/1/04,01923999,01923999,,
04-019-24004,San Joaquin,Fresno,Raisin City,Any Area,Zilch,9/1/07,9/1/07,,01924004,01924004,,
04-019-24028,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/09,,10/1/09,01924028,01924028,,
04-019-24029,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/03,,7/1/03,01924029,01924029,,
04-019-24031,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/12,,11/1/12,01924031,01924031,,
04-019-24032,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/10,,6/1/10,01924032,01924032,,
04-019-24034,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/03,1/1/03,9/1/02,01924034,01924034,,
04-019-24038,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/08,,1/1/08,01924038,01924038,,
04-019-24040,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/02,5/1/02,,01924040,01924040,,
04-019-24045,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/03,7/1/03,,01924045,01924045,,
04-019-24048,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/07,,4/1/07,01924048,01924048,,
04-019-24050,San Joaquin,Fresno,Raisin City,Any Area,Zilch,1/1/03,1/1/03,,01924050,01924050,,
04-019-24053,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/03,,6/1/03,01924053,01924053,,
04-019-24069,San Joaquin,Fresno,Jacalitos,Any Area,Temblor,1/1/02,1/1/02,,01924069,01924069,,
04-019-24074,San Joaquin,Fresno,Jacalitos,Any Area,Temblor,1/1/02,1/1/02,,01924074,01924074,,
04-019-24084,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,,7/1/02,01924084,01924084,,
04-019-24085,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,,7/1/02,01924085,01924085,,
04-019-24086,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,,7/1/02,01924086,01924086,,
04-019-24088,San Joaquin,Fresno,Coalinga,Any Area,Temblor,11/1/03,,11/1/03,01924088,01924088,,
04-019-24096,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/02,,6/1/02,01924096,01924096,,
04-019-24097,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/02,,6/1/02,01924097,01924097,,
04-019-24102,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/04,,10/1/04,01924102,01924102,,
04-019-24116,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/04,,9/1/04,01924116,01924116,,
04-019-24117,San Joaquin,Fresno,Coalinga,Any Area,Temblor,12/1/03,,12/1/03,01924117,01924117,,
04-019-24119,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/02,1/1/02,,01924119,01924119,,
04-019-24121,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/02,1/1/02,,01924121,01924121,,
04-019-24122,San Joaquin,Fresno,Coalinga,Any Area,Temblor,4/1/07,,4/1/07,01924122,01924122,,
04-019-24132,San Joaquin,Fresno,Coalinga,Any Area,Temblor,6/1/03,,6/1/03,01924132,01924132,,
04-019-24133,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/12,,9/1/12,01924133,01924133,,
04-019-24141,San Joaquin,Fresno,Coalinga,Any Area,Temblor,1/1/02,1/1/02,5/1/03,01924141,01924141,,
04-019-24145,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/04,,9/1/04,01924145,01924145,,
04-019-24148,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924148,01924148,,
04-019-24149,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924149,01924149,,
04-019-24150,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924150,01924150,,
04-019-24151,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924151,01924151,,
04-019-24152,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924152,01924152,,
04-019-24153,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924153,01924153,,
04-019-24154,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924154,01924154,,
04-019-24155,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/02,3/1/02,,01924155,01924155,,
04-019-24156,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924156,01924156,,
04-019-24157,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924157,01924157,,
04-019-24158,San Joaquin,Fresno,Coalinga,Any Area,Temblor,3/1/02,3/1/02,,01924158,01924158,,
04-019-24159,San Joaquin,Fresno,Coalinga,Any Area,Temblor,2/1/02,2/1/02,,01924159,01924159,,
04-019-24160,San Joaquin,Fresno,Coalinga,Any Area,Temblor,5/1/02,5/1/02,,01924160,01924160,,
04-019-24180,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924180,01924180,,
04-019-24181,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924181,01924181,,
04-019-24182,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924182,01924182,,
04-019-24183,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924183,01924183,,
04-019-24184,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924184,01924184,,
04-019-24185,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01924185,01924185,,
04-019-24186,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924186,01924186,,
04-019-24187,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924187,01924187,,
04-019-24188,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924188,01924188,,
04-019-24189,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924189,01924189,,
04-019-24190,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01924190,01924190,,
04-019-24191,San Joaquin,Fresno,Coalinga,Any Area,Temblor,9/1/02,9/1/02,8/1/02,01924191,01924191,,
04-019-24192,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924192,01924192,,
04-019-24193,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924193,01924193,,
04-019-24194,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924194,01924194,,
04-019-24195,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01924195,01924195,,
04-019-24196,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,7/1/02,01924196,01924196,,
04-019-24197,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,8/1/02,01924197,01924197,,
04-019-24198,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,5/1/03,01924198,01924198,,
04-019-24199,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,9/1/02,01924199,01924199,,
04-019-24200,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,8/1/02,01924200,01924200,,
04-019-24201,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,5/1/03,01924201,01924201,,
04-019-24202,San Joaquin,Fresno,Jacalitos,Any Area,Temblor,11/1/02,11/1/02,,01924202,01924202,,
04-019-24203,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,,01924203,01924203,,
04-019-24204,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,,01924204,01924204,,
04-019-24205,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/02,,10/1/02,01924205,01924205,,
04-019-24206,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/02,,10/1/02,01924206,01924206,,
04-019-24207,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,,01924207,01924207,,
04-019-24208,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,,01924208,01924208,,
04-019-24210,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/02,,10/1/02,01924210,01924210,,
04-019-24211,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,6/1/03,01924211,01924211,,
04-019-24212,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01924212,01924212,,
04-019-24213,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,,8/1/02,01924213,01924213,,
04-019-24214,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,6/1/08,01924214,01924214,,
04-019-24215,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,6/1/03,01924215,01924215,,
04-019-24216,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,4/1/03,01924216,01924216,,
04-019-24217,San Joaquin,Fresno,Coalinga,Any Area,Temblor,7/1/02,7/1/02,10/1/05,01924217,01924217,,
04-019-24218,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,2/1/03,01924218,01924218,,
04-019-24219,San Joaquin,Fresno,Coalinga,Any Area,Temblor,8/1/02,8/1/02,10/1/03,01924219,01924219,,
04-019-24220,San Joaquin,Fresno,Coalinga,Any Area,Temblor,10/1/02,,10/1/02,01924220,01924220,,
