API,DOGGR_API,WR_only?,GIS_Code1,GIS_Code2,Basin,County,Field,Area,Pool,Latitude,Longitude,Lat_Long_Source,Date,Date_Source,Depth_ft,Depth_type,AW_Frac_DOGGR_API,AW_County,AW_Field,AW_Latitude,AW_fLongitude,AW_SPUDDate,AW_WellDepth_ft,CR_API,CR_DOGGR_API,CR_County,CR_Field,CR_Horizon,CR_Lat,CR_Lng,CR_Job_Start,CR_Job_End,CR_TVD_Start,Notices_API,Notices_DOGGR_API,Notices_Min_Depth,SC_API,SC_DOGGR_API,SC_Latitude,SC_Longitude,SC_Start_Date,FF_API,FF_DOGGR_API,FF_County,FF_Field,FF_Latitude,FF_Longitude,FF_JobStartDate,FF_JobEndDate,FF_True_Vertical_Depth,CV_API,CV_DOGGR_API,CV_Lat,CV_Lng,CV_Date_Treatment_Begin,CV_TVD_ft,WR_Frac_Confirmed_API,WR_Frac_Confirmed_DOGGR_API,WR_Frac_Pack_API,WR_Frac_Pack_DOGGR_API,WR_Latitude,WR_Longitude,Min_FP_FI_Date,FP_API,FP_DOGGR_API,FP_Date,FP_Pool_Name,FI_API,FI_DOGGR_API,FI_Date,FI_Pool_Name
04-030-44692,03044692,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63498285,-119.742151,AW,2/6/12,FF,2422,TVD of well,03044692,Kern,Lost Hills,35.63498285,-119.742151,1/22/12,2422,,,,,,,,,,,,,,,,,,,04-030-44692,03044692,Kern,Lost Hills,35.63498285,-119.742151,2/6/12,2/6/12,2422,04-030-44692,03044692,35.6350224,-119.7411883,2/6/12,2419.53728,04-030-44692,03044692,,,,,6/1/12,04-030-44692,03044692,6/1/12,Etchegoin,,,,
04-030-44693,03044693,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63413932,-119.7421138,AW,1/28/12,FF,2490,TVD of well,03044693,Kern,Lost Hills,35.63413932,-119.7421138,12/1/11,0,,,,,,,,,,,,,,,,,,,04-030-44693,03044693,Kern,Lost Hills,35.63413932,-119.7421138,1/28/12,1/28/12,2490,,,,,,,,,,,,,6/1/12,04-030-44693,03044693,6/1/12,Etchegoin,,,,
04-030-44694,03044694,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63359524,-119.7418012,AW,1/26/12,FF,2489,TVD of well,03044694,Kern,Lost Hills,35.63359524,-119.7418012,11/2/11,0,,,,,,,,,,,,,,,,,,,04-030-44694,03044694,Kern,Lost Hills,35.63359524,-119.7418012,1/26/12,1/26/12,2489,,,,,,,,,,,,,6/1/12,04-030-44694,03044694,6/1/12,Etchegoin,,,,
04-030-44695,03044695,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63437015,-119.7414208,AW,2/3/12,FF,2459,TVD of well,03044695,Kern,Lost Hills,35.63437015,-119.7414208,1/16/12,2459,,,,,,,,,,,,,,,,,,,04-030-44695,03044695,Kern,Lost Hills,35.63436972,-119.7414202,2/3/12,2/3/12,2459,04-030-44695,03044695,35.6344092,-119.7404575,2/3/12,2457.89801,,,,,,,4/1/12,04-030-44695,03044695,4/1/12,Etchegoin,,,,
04-030-44696,03044696,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63267562,-119.7411771,AW,1/22/12,FF,2502,TVD of well,03044696,Kern,Lost Hills,35.63267562,-119.7411771,10/11/11,2502,,,,,,,,,,,,,,,,,,,04-030-44696,03044696,Kern,Lost Hills,35.63267674,-119.7411812,1/22/12,1/22/12,2502,,,,,,,,,,,,,4/1/12,04-030-44696,03044696,4/1/12,Etchegoin,,,,
04-030-44697,03044697,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63315987,-119.7413862,AW,1/24/12,FF,2471,TVD of well,03044697,Kern,Lost Hills,35.63315987,-119.7413862,10/28/11,0,,,,,,,,,,,,,,,,,,,04-030-44697,03044697,Kern,Lost Hills,35.63315987,-119.7413862,1/24/12,1/24/12,2471,,,,,,,,,,,,,6/1/12,04-030-44697,03044697,6/1/12,Etchegoin,,,,
04-030-44698,03044698,0,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.63180143,-119.7411111,AW,1/20/12,FF,2524,TVD of well,03044698,Kern,Lost Hills,35.63180143,-119.7411111,10/16/11,2524,,,,,,,,,,,,,,,,,,,04-030-44698,03044698,Kern,Lost Hills,35.631801,-119.74111,1/20/12,1/20/12,2524,,,,,,,,,,,,,3/1/12,04-030-44698,03044698,3/1/12,Etchegoin,,,,
04-030-44711,03044711,1,A,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-East Dome,35.170456,-119.428123,AW,2/1/12,FP,6791,MD of well,,Kern,Buena Vista,35.170456,-119.428123,10/12/11,6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44711,03044711,,,,,2/1/12,04-030-44711,03044711,2/1/12,Antelope Shale-East Dome,,,,
04-030-44714,03044714,1,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.62418189,-119.7245521,AW,11/1/11,FP,3036,MD of well,,Kern,Lost Hills,35.62418189,-119.7245521,9/5/11,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44714,03044714,,,,,11/1/11,04-030-44714,03044714,11/1/11,Etchegoin,,,,
04-030-44735,03044735,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.486912,-119.755745,AW,1/1/12,FP,2324,MD of well,,Kern,"Belridge, South",35.486912,-119.755745,11/18/11,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44735,03044735,,,,,1/1/12,04-030-44735,03044735,1/1/12,Diatomite,,,,
04-030-44752,03044752,0,A,OG,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),35.275007,-119.48273,AW,10/1/11,FP,5204,MD of well,03044752,Kern,Elk Hills,35.275007,-119.48273,8/25/11,5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/11,04-030-44752,03044752,10/1/11,Upper (Undifferentiated),,,,
04-030-44759,03044759,1,N,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-East Dome,35.156021,-119.399906,AW,8/1/12,FP,8856,MD of well,,Kern,Buena Vista,35.156021,-119.399906,9/19/11,8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44759,03044759,,,,,8/1/12,04-030-44759,03044759,8/1/12,Antelope Shale-East Dome,,,,
04-030-44760,03044760,0,N,OG,San Joaquin,Kern,"Belridge, South",,,35.468402,-119.731458,AW,6/7/12,FF,1610,TVD of well,03044760,Kern,"Belridge, South",35.468402,-119.731458,1/24/12,2379,,,,,,,,,,,,,,,,,,,04-030-44760,03044760,Kern,"Belridge, South",35.468402,-119.7314579,6/7/12,6/7/12,1610,,,,,,,,,,,,,,,,,,,,,
04-030-44761,03044761,0,N,OG,San Joaquin,Kern,"Belridge, South",,,35.468217,-119.731686,AW,6/7/12,FF,1500,TVD of well,03044761,Kern,"Belridge, South",35.468217,-119.731686,11/29/11,1649,,,,,,,,,,,,,,,,,,,04-030-44761,03044761,Kern,"Belridge, South",35.4682167,-119.7316855,6/7/12,6/7/12,1500,,,,,,,,,,,,,,,,,,,,,
04-030-44762,03044762,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468217,-119.731686,AW,6/9/12,FF,1520,TVD of well,03044762,Kern,"Belridge, South",35.468217,-119.731686,1/13/12,1714,,,,,,,,,,,,,,,,,,,04-030-44762,03044762,Kern,"Belridge, South",35.4683054,-119.7313392,6/9/12,6/9/12,1520,,,,,,,,,,,,,10/1/13,04-030-44762,03044762,10/1/13,Diatomite,,,,
04-030-44763,03044763,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.46812,-119.731566,AW,6/9/12,FF,1600,TVD of well,03044763,Kern,"Belridge, South",35.46812,-119.731566,12/9/11,1771,,,,,,,,,,,,,,,,,,,04-030-44763,03044763,Kern,"Belridge, South",35.4681203,-119.7315658,6/9/12,6/9/12,1600,,,,,,,,,,,,,10/1/13,04-030-44763,03044763,10/1/13,Diatomite,,,,
04-030-44764,03044764,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468208,-119.73122,AW,6/9/12,FF,1630,TVD of well,03044764,Kern,"Belridge, South",35.468208,-119.73122,1/4/12,1817,,,,,,,,,,,,,,,,,,,04-030-44764,03044764,Kern,"Belridge, South",35.4682084,-119.7312204,6/9/12,6/9/12,1630,,,,,,,04-030-44764,03044764,04-030-44764,03044764,,,10/1/13,04-030-44764,03044764,10/1/13,Diatomite,,,,
04-030-44765,03044765,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.467927,-119.731327,AW,6/1/12,FF,1530,TVD of well,03044765,Kern,"Belridge, South",35.467927,-119.731327,1/9/12,1672,,,,,,,,,,,,,,,,,,,04-030-44765,03044765,Kern,"Belridge, South",35.46854,-119.72949,6/1/12,5/22/13,1530,,,,,,,,,,,,,10/1/13,04-030-44765,03044765,10/1/13,Diatomite,,,,
04-030-44766,03044766,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468023,-119.731449,AW,6/7/12,FF,1635,TVD of well,03044766,Kern,"Belridge, South",35.468023,-119.731449,12/21/11,1830,,,,,,,,,,,,,,,,,,,04-030-44766,03044766,Kern,"Belridge, South",35.46695,-119.73037,6/7/12,6/14/13,1635,,,,,,,,,,,,,10/1/13,04-030-44766,03044766,10/1/13,Diatomite,,,,
04-030-44767,03044767,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.46811,-119.731102,AW,6/14/12,FF,1630,TVD of well,03044767,Kern,"Belridge, South",35.46811,-119.731102,12/14/11,2415,,,,,,,,,,,,,,,,,,,04-030-44767,03044767,Kern,"Belridge, South",35.4681104,-119.7311019,6/14/12,6/14/12,1630,,,,,,,,,,,,,10/1/13,04-030-44767,03044767,10/1/13,Diatomite,,,,
04-030-44768,03044768,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.467829,-119.731209,AW,6/7/12,FF,1600,TVD of well,03044768,Kern,"Belridge, South",35.467829,-119.731209,1/19/12,1780,,,,,,,,,,,,,,,,,,,04-030-44768,03044768,Kern,"Belridge, South",35.4678289,-119.7312094,6/7/12,6/7/12,1600,,,,,,,,,,,,,9/1/13,04-030-44768,03044768,9/1/13,Diatomite,,,,
04-030-44769,03044769,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468014,-119.730983,AW,6/1/12,FF,1680,TVD of well,03044769,Kern,"Belridge, South",35.468014,-119.730983,12/4/11,1861,,,,,,,,,,,,,,,,,,,04-030-44769,03044769,Kern,"Belridge, South",35.4680136,-119.7309834,6/1/12,6/1/12,1680,,,,,,,,,,,,,10/1/13,04-030-44769,03044769,10/1/13,Diatomite,,,,
04-030-44770,03044770,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.465382,-119.728726,AW,5/15/12,FF,1560,TVD of well,03044770,Kern,"Belridge, South",35.465382,-119.728726,1/31/12,1732,,,,,,,,,,,,,,,,,,,04-030-44770,03044770,Kern,"Belridge, South",35.4653816,-119.7287265,5/15/12,5/15/12,1560,,,,,,,,,,,,,4/1/13,04-030-44770,03044770,4/1/13,Diatomite,,,,
04-030-44771,03044771,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.464405,-119.728284,AW,5/15/12,FF,1470,TVD of well,03044771,Kern,"Belridge, South",35.464405,-119.728284,2/4/12,1646,,,,,,,,,,,,,,,,,,,04-030-44771,03044771,Kern,"Belridge, South",35.4644046,-119.7282841,5/15/12,5/15/12,1470,,,,,,,,,,,,,4/1/13,04-030-44771,03044771,4/1/13,Diatomite,,,,
04-030-44775,03044775,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468963,-119.742616,AW,10/10/12,FF,1820,TVD of well,03044775,Kern,"Belridge, South",35.468963,-119.742616,10/19/11,1912,,,,,,,,,,,,,,,,,,,04-030-44775,03044775,Kern,"Belridge, South",35.4689627,-119.7426166,10/10/12,10/10/12,1820,,,,,,,,,,,,,11/1/11,,,,,04-030-44775,03044775,11/1/11,Diatomite
04-030-44776,03044776,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.468481,-119.741579,AW,10/9/12,FF,1811,TVD of well,03044776,Kern,"Belridge, South",35.468481,-119.741579,10/21/11,1903,,,,,,,,,,,,,,,,,,,04-030-44776,03044776,Kern,"Belridge, South",35.4684825,-119.7415787,10/9/12,10/9/12,1811,,,,,,,,,,,,,11/1/11,,,,,04-030-44776,03044776,11/1/11,Diatomite
04-030-44778,03044778,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.467283,-119.74157,AW,10/10/12,FF,1671,TVD of well,03044778,Kern,"Belridge, South",35.467283,-119.74157,10/24/11,1767,,,,,,,,,,,,,,,,,,,04-030-44778,03044778,Kern,"Belridge, South",35.467283,-119.7415704,10/10/12,10/10/12,1671,,,,,,,04-030-44778,03044778,,,,,12/1/11,,,,,04-030-44778,03044778,12/1/11,Diatomite
04-030-44780,03044780,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.465129,-119.738871,AW,4/4/13,FF,1691,TVD of well,03044780,Kern,"Belridge, South",35.465129,-119.738871,10/29/11,1782,,,,,,,,,,,,,,,,,,,04-030-44780,03044780,Kern,"Belridge, South",35.4651308,-119.7388694,4/4/13,4/4/13,1691,,,,,,,,,,,,,11/1/11,,,,,04-030-44780,03044780,11/1/11,Diatomite
04-030-44787,03044787,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.460881,-119.729299,AW,11/1/11,FI,1950,MD of well,,Kern,"Belridge, South",35.460881,-119.729299,9/23/11,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44787,03044787,,,,,11/1/11,,,,,04-030-44787,03044787,11/1/11,Diatomite
04-030-44828,03044828,1,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.568734,-119.759051,AW,2/1/12,FP,2263,MD of well,,Kern,Lost Hills,35.568734,-119.759051,10/24/11,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44828,03044828,,,,,2/1/12,04-030-44828,03044828,2/1/12,Etchegoin,,,,
04-030-44830,03044830,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.568491,-119.757639,AW,12/28/11,FF,1720,TVD of well,03044830,Kern,Lost Hills,35.568491,-119.757639,11/12/11,2375,,,,,,,,,,,,,,,,,,,04-030-44830,03044830,Kern,Lost Hills,35.6584906,-119.757639,12/28/11,12/28/11,1720,,,,,,,04-030-44830,03044830,,,,,1/1/12,04-030-44830,03044830,1/1/12,Etchegoin,,,,
04-030-44853,03044853,0,N,OG,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),35.262337,-119.38131,AW,2/20/12,FF,2827,TVD of well,03044853,Kern,Elk Hills,35.262337,-119.38131,1/21/12,3194,,,,,,,,,,,,,,,,,,,04-030-44853,03044853,Kern,Elk Hills,35.26233699,-119.38131,2/20/12,2/20/12,2827,04-030-44853,03044853,35.262,-119.381,2/9/12,3173.7,,,,,,,3/1/12,04-030-44853,03044853,3/1/12,Upper (Undifferentiated),,,,
04-030-44854,03044854,0,A,OG,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),35.272243,-119.492014,AW,1/21/12,FF,3989,TVD of well,03044854,Kern,Elk Hills,35.272243,-119.492014,11/19/11,5115,,,,,,,,,,,,,,,,,,,04-030-44854,03044854,Kern,Elk Hills,35.27224264,-119.4920144,1/21/12,1/21/12,3989,,,,,,,,,,,,,2/1/12,04-030-44854,03044854,2/1/12,Upper (Undifferentiated),,,,
04-030-44873,03044873,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.458038,-119.719219,AW,2/1/12,FP,2103,MD of well,,Kern,"Belridge, South",35.458038,-119.719219,11/2/11,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44873,03044873,,,,,2/1/12,04-030-44873,03044873,2/1/12,Diatomite,,,,
04-030-44878,03044878,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.46279,-119.727333,AW,12/1/11,FP,2245,MD of well,,Kern,"Belridge, South",35.46279,-119.727333,10/11/11,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44878,03044878,,,,,12/1/11,04-030-44878,03044878,12/1/11,Diatomite,,,,
04-030-44885,03044885,1,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.457848,-119.728375,AW,12/1/11,FP,1733,MD of well,,Kern,"Belridge, South",35.457848,-119.728375,10/5/11,1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44885,03044885,,,,,12/1/11,04-030-44885,03044885,12/1/11,Diatomite,,,,
04-030-44890,03044890,1,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.660051,-119.758204,AW,3/1/12,FP,2508,MD of well,,Kern,Lost Hills,35.660051,-119.758204,12/8/11,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44890,03044890,,,,,3/1/12,04-030-44890,03044890,3/1/12,Etchegoin,,,,
04-030-44893,03044893,1,N,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.659479,-119.758272,AW,4/1/12,FP,2423,MD of well,,Kern,Lost Hills,35.659479,-119.758272,11/25/11,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44893,03044893,,,,,4/1/12,04-030-44893,03044893,4/1/12,Etchegoin,,,,
04-030-44902,03044902,1,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.615238,-119.721246,AW,5/1/12,FI,2440,MD of well,,Kern,Lost Hills,35.615238,-119.721246,2/22/12,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44902,03044902,,,,,5/1/12,,,,,04-030-44902,03044902,5/1/12,Etchegoin
04-030-44903,03044903,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61407,-119.721928,AW,9/4/13,FF,2271,TVD of well,03044903,Kern,Lost Hills,35.61407,-119.721928,2/24/12,0,,,,,,,,,,,,,,,,,,,04-030-44903,03044903,Kern,Lost Hills,35.61436,-119.72151,9/4/13,9/4/13,2271,,,,,,,04-030-44903,03044903,,,,,4/1/12,,,,,04-030-44903,03044903,4/1/12,Etchegoin
04-030-44903,03044903,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.61407,-119.721928,AW,9/4/13,FF,2271,TVD of well,03044903,Kern,Lost Hills,35.61407,-119.721928,2/24/12,0,,,,,,,,,,,,,,,,,,,04-030-44903,03044903,Kern,Lost Hills,35.61436,-119.72151,9/4/13,9/4/13,2271,,,,,,,04-030-44903,03044903,,,,,4/1/12,,,,,04-030-44903,03044903,4/1/12,Etchegoin
04-030-44904,03044904,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613643,-119.719833,AW,4/1/12,FI,2505.46,TVD of well,,Kern,Lost Hills,35.613643,-119.719833,2/20/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44904,03044904,35.613679,-119.718881,,2505.46,,,,,,,4/1/12,,,,,04-030-44904,03044904,4/1/12,Etchegoin
04-030-44904,03044904,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613643,-119.719833,AW,4/1/12,FI,2505.46,TVD of well,,Kern,Lost Hills,35.613643,-119.719833,2/20/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44904,03044904,35.613679,-119.718881,,2505.46,,,,,,,4/1/12,,,,,04-030-44904,03044904,4/1/12,Etchegoin
04-030-44905,03044905,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613295,-119.718925,AW,4/1/12,FI,2511.99,TVD of well,,Kern,Lost Hills,35.613295,-119.718925,2/18/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44905,03044905,35.61333,-119.717973,,2511.99,,,,,,,4/1/12,,,,,04-030-44905,03044905,4/1/12,Etchegoin
04-030-44905,03044905,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613295,-119.718925,AW,4/1/12,FI,2511.99,TVD of well,,Kern,Lost Hills,35.613295,-119.718925,2/18/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44905,03044905,35.61333,-119.717973,,2511.99,,,,,,,4/1/12,,,,,04-030-44905,03044905,4/1/12,Etchegoin
04-030-44906,03044906,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613092,-119.721166,AW,4/1/12,FI,2378.71,TVD of well,,Kern,Lost Hills,35.613092,-119.721166,2/26/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44906,03044906,35.613127,-119.720214,,2378.71,,,,,,,4/1/12,,,,,04-030-44906,03044906,4/1/12,Etchegoin
04-030-44906,03044906,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.613092,-119.721166,AW,4/1/12,FI,2378.71,TVD of well,,Kern,Lost Hills,35.613092,-119.721166,2/26/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44906,03044906,35.613127,-119.720214,,2378.71,,,,,,,4/1/12,,,,,04-030-44906,03044906,4/1/12,Etchegoin
04-030-44907,03044907,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612631,-119.718653,AW,4/1/12,FI,2517.61,TVD of well,,Kern,Lost Hills,35.612631,-119.718653,2/16/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44907,03044907,35.612666,-119.717701,,2517.61,04-030-44907,03044907,,,,,4/1/12,,,,,04-030-44907,03044907,4/1/12,Etchegoin
04-030-44907,03044907,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612631,-119.718653,AW,4/1/12,FI,2517.61,TVD of well,,Kern,Lost Hills,35.612631,-119.718653,2/16/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44907,03044907,35.612666,-119.717701,,2517.61,04-030-44907,03044907,,,,,4/1/12,,,,,04-030-44907,03044907,4/1/12,Etchegoin
04-030-44908,03044908,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612518,-119.720762,AW,4/1/12,FI,2425.32,TVD of well,,Kern,Lost Hills,35.612518,-119.720762,2/28/12,2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44908,03044908,35.612553,-119.71981,,2425.32,,,,,,,4/1/12,,,,,04-030-44908,03044908,4/1/12,Etchegoin
04-030-44909,03044909,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611992,-119.717925,AW,3/1/12,FI,2559.79,TVD of well,,Kern,Lost Hills,35.611992,-119.717925,2/6/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44909,03044909,35.612027,-119.716973,,2559.79,,,,,,,3/1/12,,,,,04-030-44909,03044909,3/1/12,Etchegoin
04-030-44909,03044909,0,A,WF,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.611992,-119.717925,AW,3/1/12,FI,2559.79,TVD of well,,Kern,Lost Hills,35.611992,-119.717925,2/6/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44909,03044909,35.612027,-119.716973,,2559.79,,,,,,,3/1/12,,,,,04-030-44909,03044909,3/1/12,Etchegoin
04-030-44910,03044910,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612269,-119.718425,AW,3/1/12,FI,2544.86,TVD of well,,Kern,Lost Hills,35.612269,-119.718425,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44910,03044910,35.612304,-119.717473,,2544.86,04-030-44910,03044910,,,,,3/1/12,,,,,04-030-44910,03044910,3/1/12,Etchegoin
04-030-44911,03044911,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612268,-119.721925,AW,5/1/12,FI,2356.85,TVD of well,,Kern,Lost Hills,35.612268,-119.721925,3/1/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44911,03044911,35.612303,-119.720971,,2356.85,,,,,,,5/1/12,,,,,04-030-44911,03044911,5/1/12,Etchegoin
04-030-44911,03044911,0,A,OG,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,35.612268,-119.721925,AW,5/1/12,FI,2356.85,TVD of well,,Kern,Lost Hills,35.612268,-119.721925,3/1/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44911,03044911,35.612303,-119.720971,,2356.85,,,,,,,5/1/12,,,,,04-030-44911,03044911,5/1/12,Etchegoin
04-030-44916,03044916,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.454192,-119.722486,AW,2/1/12,FI,1604,MD of well,03044916,Kern,"Belridge, South",35.454192,-119.722486,12/18/11,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/12,,,,,04-030-44916,03044916,2/1/12,Diatomite
04-030-44934,03044934,0,A,OG,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),35.327758,-119.585548,AW,8/1/12,FP,11455,TVD of well,,Kern,Elk Hills,35.327758,-119.585548,6/5/12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44934,03044934,35.328,-119.586,8/2/12,11455,,,,,,,8/1/12,04-030-44934,03044934,8/1/12,Stevens (29R),,,,
04-030-44955,03044955,1,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.260672,-119.724392,AW,2/1/12,FI,,no depth,,Kern,"Belridge, South",35.260672,-119.724392,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44955,03044955,,,,,2/1/12,,,,,04-030-44955,03044955,2/1/12,Diatomite
04-030-44956,03044956,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.459844,-119.72388,AW,2/1/12,FI,2082.51,TVD of well,,Kern,"Belridge, South",35.459844,-119.72388,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44956,03044956,35.459823,-119.722916,,2082.51,,,,,,,2/1/12,,,,,04-030-44956,03044956,2/1/12,Diatomite
04-030-44957,03044957,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.457874,-119.721121,AW,3/1/12,FI,1798.41,TVD of well,,Kern,"Belridge, South",35.457874,-119.721121,12/12/12,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44957,03044957,35.457908,-119.720168,,1798.41,,,,,,,3/1/12,,,,,04-030-44957,03044957,3/1/12,Diatomite
04-030-44958,03044958,0,A,WF,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.456294,-119.719751,AW,3/1/12,FI,1628.68,TVD of well,03044958,Kern,"Belridge, South",35.456294,-119.719751,1/10/12,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-44958,03044958,35.456327,-119.718799,,1628.68,04-030-44958,03044958,,,,,3/1/12,,,,,04-030-44958,03044958,3/1/12,Diatomite
