API,DOGGR_API,WR_only?,GIS_Code1,GIS_Code2,Basin,County,Field,Area,Pool,Latitude,Longitude,Lat_Long_Source,Date,Date_Source,Depth_ft,Depth_type,AW_Frac_DOGGR_API,AW_County,AW_Field,AW_Latitude,AW_fLongitude,AW_SPUDDate,AW_WellDepth_ft,CR_API,CR_DOGGR_API,CR_County,CR_Field,CR_Horizon,CR_Lat,CR_Lng,CR_Job_Start,CR_Job_End,CR_TVD_Start,Notices_API,Notices_DOGGR_API,Notices_Min_Depth,SC_API,SC_DOGGR_API,SC_Latitude,SC_Longitude,SC_Start_Date,FF_API,FF_DOGGR_API,FF_County,FF_Field,FF_Latitude,FF_Longitude,FF_JobStartDate,FF_JobEndDate,FF_True_Vertical_Depth,CV_API,CV_DOGGR_API,CV_Lat,CV_Lng,CV_Date_Treatment_Begin,CV_TVD_ft,WR_Frac_Confirmed_API,WR_Frac_Confirmed_DOGGR_API,WR_Frac_Pack_API,WR_Frac_Pack_DOGGR_API,WR_Latitude,WR_Longitude,Min_FP_FI_Date,FP_API,FP_DOGGR_API,FP_Date,FP_Pool_Name,FI_API,FI_DOGGR_API,FI_Date,FI_Pool_Name
04-030-47142,03047142,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.41888,-119.679676,AW,7/1/12,FP,1279.88,TVD of well,,Kern,"Belridge, South",35.41888,-119.679676,3/13/12,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47142,03047142,35.41888,-119.679676,,1279.88,,,,,,,7/1/12,04-030-47142,03047142,7/1/12,Tulare,04-030-47142,03047142,9/1/12,Tulare
04-030-47147,03047147,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.476738,-119.750229,AW,7/5/12,FF,1930,TVD of well,03047147,Kern,"Belridge, South",35.476738,-119.750229,5/30/12,2009,,,,,,,,,,,,,,,,,,,04-030-47147,03047147,Kern,"Belridge, South",35.4767376,-119.7502293,7/5/12,7/5/12,1930,,,,,,,,,,,,,7/1/12,04-030-47147,03047147,7/1/12,Diatomite,,,,
04-030-47148,03047148,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.476032,-119.747378,AW,7/6/12,FF,1950,TVD of well,03047148,Kern,"Belridge, South",35.476032,-119.747378,6/2/12,2012,,,,,,,,,,,,,,,,,,,04-030-47148,03047148,Kern,"Belridge, South",35.4760315,-119.7473779,7/6/12,7/6/12,1950,,,,,,,,,,,,,7/1/12,04-030-47148,03047148,7/1/12,Diatomite,,,,
04-030-47149,03047149,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.47587,-119.749243,AW,7/6/12,FF,1930,TVD of well,03047149,Kern,"Belridge, South",35.47587,-119.749243,6/7/12,2015,,,,,,,,,,,,,,,,,,,04-030-47149,03047149,Kern,"Belridge, South",35.4742494,-119.7484427,7/6/12,7/6/12,1930,,,,,,,04-030-47149,03047149,,,,,7/1/12,04-030-47149,03047149,7/1/12,Diatomite,,,,
04-030-47150,03047150,0,A,WD,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.474249,-119.748443,AW,7/6/12,FF,1850,TVD of well,03047150,Kern,"Belridge, South",35.474249,-119.748443,6/6/12,1990,,,,,,,,,,,,,,,,,,,04-030-47150,03047150,Kern,"Belridge, South",35.4742494,-119.7484427,7/6/12,7/6/12,1850,,,,,,,04-030-47150,03047150,,,,,8/1/12,04-030-47150,03047150,8/1/12,Diatomite,,,,
04-030-47151,03047151,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.476604,-119.746592,AW,7/3/12,FF,1950,TVD of well,03047151,Kern,"Belridge, South",35.476604,-119.746592,5/23/12,2014,,,,,,,,,,,,,,,,,,,04-030-47151,03047151,Kern,"Belridge, South",35.4766035,-119.7465918,7/3/12,7/3/12,1950,04-030-47151,03047151,35.476637,-119.745637,,2011.73,,,,,,,7/1/12,04-030-47151,03047151,7/1/12,Diatomite,,,,
04-030-47152,03047152,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.475278,-119.744436,AW,7/3/12,FF,1960,TVD of well,03047152,Kern,"Belridge, South",35.475278,-119.744436,5/22/12,2003,,,,,,,,,,,,,,,,,,,04-030-47152,03047152,Kern,"Belridge, South",35.4752775,-119.7444362,7/3/12,7/3/12,1960,04-030-47152,03047152,35.475311,-119.743482,,1994.1,,,,,,,7/1/12,04-030-47152,03047152,7/1/12,Diatomite,,,,
04-030-47153,03047153,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.471728,-119.744979,AW,6/28/12,FF,1790,TVD of well,03047153,Kern,"Belridge, South",35.471728,-119.744979,6/7/12,1930,,,,,,,,,,,,,,,,,,,04-030-47153,03047153,Kern,"Belridge, South",35.4717277,-119.7449792,6/28/12,6/28/12,1790,04-030-47153,03047153,35.471761,-119.744025,,1929.64,,,,,,,7/1/12,04-030-47153,03047153,7/1/12,Diatomite,,,,
04-030-47154,03047154,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.467742,-119.743329,AW,6/28/12,FF,1670,TVD of well,03047154,Kern,"Belridge, South",35.467742,-119.743329,6/13/12,1810,,,,,,,,,,,,,,,,,,,04-030-47154,03047154,Kern,"Belridge, South",35.4677415,-119.7433294,6/28/12,6/28/12,1670,04-030-47154,03047154,35.467775,-119.742375,,1808.98,04-030-47154,03047154,,,,,7/1/12,04-030-47154,03047154,7/1/12,Diatomite,,,,
04-030-47157,03047157,0,A,OG,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),35.314466,-119.489054,AW,10/28/12,FF,10124,TVD of well,03047157,Kern,Elk Hills,35.314466,-119.489054,6/29/12,10170,,,,,,,,,,,,,,,,,,,04-030-47157,03047157,Kern,Elk Hills,35.314466,-119.489054,10/28/12,10/28/12,10124,,,,,,,,,,,,,9/1/12,04-030-47157,03047157,9/1/12,Stevens (29R),,,,
04-030-47159,03047159,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.434976,-119.686699,AW,6/8/12,FF,1980,TVD of well,03047159,Kern,"Belridge, South",35.434976,-119.686699,4/27/12,2125,,,,,,,,,,,,,,,,,,,04-030-47159,03047159,Kern,"Belridge, South",35.4349765,-119.6866994,6/8/12,6/8/12,1980,04-030-47159,03047159,35.43501,-119.685749,,2114.69,,,,,,,6/1/12,04-030-47159,03047159,6/1/12,Diatomite,,,,
04-030-47160,03047160,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.433304,-119.682259,AW,6/7/12,FF,2180,TVD of well,03047160,Kern,"Belridge, South",35.433304,-119.682259,5/16/12,2311,,,,,,,,,,,,,,,,,,,04-030-47160,03047160,Kern,"Belridge, South",35.4333039,-119.6822591,6/7/12,6/7/12,2180,04-030-47160,03047160,35.433337,-119.681309,,2309.21,,,,,,,7/1/12,04-030-47160,03047160,7/1/12,Diatomite,,,,
04-030-47161,03047161,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.433049,-119.686117,AW,6/13/12,FF,1990,TVD of well,03047161,Kern,"Belridge, South",35.433049,-119.686117,5/24/12,2125,,,,,,,,,,,,,,,,,,,04-030-47161,03047161,Kern,"Belridge, South",35.4330487,-119.6861168,6/13/12,6/13/12,1990,04-030-47161,03047161,35.433082,-119.685166,,2112.96,,,,,,,8/1/12,04-030-47161,03047161,8/1/12,Diatomite,,,,
04-030-47162,03047162,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.433209,-119.687836,AW,5/8/12,FF,1980,TVD of well,03047162,Kern,"Belridge, South",35.433209,-119.687836,4/27/12,2119,,,,,,,,,,,,,,,,,,,04-030-47162,03047162,Kern,"Belridge, South",35.4332078,-119.6878364,5/8/12,5/8/12,1980,04-030-47162,03047162,35.433241,-119.686886,,2111.14,,,,,,,5/1/12,04-030-47162,03047162,5/1/12,Diatomite,,,,
04-030-47163,03047163,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.43284,-119.683304,AW,6/7/12,FF,2120,TVD of well,03047163,Kern,"Belridge, South",35.43284,-119.683304,5/20/12,2256,,,,,,,,,,,,,,,,,,,04-030-47163,03047163,Kern,"Belridge, South",35.4328424,-119.6833042,6/7/12,6/7/12,2120,04-030-47163,03047163,35.432876,-119.682354,,2242.44,,,,,,,7/1/12,04-030-47163,03047163,7/1/12,Diatomite,,,,
04-030-47164,03047164,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.43215,-119.682537,AW,6/7/12,FF,2120,TVD of well,03047164,Kern,"Belridge, South",35.43215,-119.682537,5/23/12,2250,,,,,,,,,,,,,,,,,,,04-030-47164,03047164,Kern,"Belridge, South",35.4321501,-119.6825374,6/7/12,6/7/12,2120,04-030-47164,03047164,35.432183,-119.681587,,2254.62,,,,,,,6/1/12,04-030-47164,03047164,6/1/12,Diatomite,,,,
04-030-47165,03047165,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.432542,-119.684952,AW,6/13/12,FF,2070,TVD of well,03047165,Kern,"Belridge, South",35.432542,-119.684952,5/29/12,2213,,,,,,,,,,,,,,,,,,,04-030-47165,03047165,Kern,"Belridge, South",35.4325415,-119.6849516,6/13/12,6/13/12,2070,04-030-47165,03047165,35.432575,-119.684001,,2206.9,,,,,,,7/1/12,04-030-47165,03047165,7/1/12,Diatomite,,,,
04-030-47166,03047166,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.432316,-119.685598,AW,6/12/12,FF,2090,TVD of well,03047166,Kern,"Belridge, South",35.432316,-119.685598,5/22/12,2352,,,,,,,,,,,,,,,,,,,04-030-47166,03047166,Kern,"Belridge, South",35.4323162,-119.6855983,6/12/12,6/12/12,2090,,,,,,,04-030-47166,03047166,,,,,7/1/12,04-030-47166,03047166,7/1/12,Diatomite,,,,
04-030-47167,03047167,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.431869,-119.682523,AW,6/6/12,FF,2120,TVD of well,03047167,Kern,"Belridge, South",35.431869,-119.682523,5/11/12,2261,,,,,,,,,,,,,,,,,,,04-030-47167,03047167,Kern,"Belridge, South",35.4318688,-119.6825233,6/6/12,6/6/12,2120,,,,,,,04-030-47167,03047167,,,,,6/1/12,04-030-47167,03047167,6/1/12,Diatomite,,,,
04-030-47168,03047168,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.431696,-119.684421,AW,6/11/12,FF,2090,TVD of well,03047168,Kern,"Belridge, South",35.431696,-119.684421,5/26/12,2231,,,,,,,,,,,,,,,,,,,04-030-47168,03047168,Kern,"Belridge, South",35.4316957,-119.6844205,6/11/12,6/11/12,2090,,,,,,,,,,,,,7/1/12,04-030-47168,03047168,7/1/12,Diatomite,,,,
04-030-47169,03047169,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.431446,-119.687883,AW,5/10/12,FF,2140,TVD of well,03047169,Kern,"Belridge, South",35.431446,-119.687883,4/23/12,2283,,,,,,,,,,,,,,,,,,,04-030-47169,03047169,Kern,"Belridge, South",35.4314458,-119.6878832,5/10/12,5/10/12,2140,,,,,,,,,,,,,6/1/12,04-030-47169,03047169,6/1/12,Diatomite,,,,
04-030-47170,03047170,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.430856,-119.686719,AW,5/29/12,FF,2180,TVD of well,03047170,Kern,"Belridge, South",35.430856,-119.686719,5/9/12,2323,,,,,,,,,,,,,,,,,,,04-030-47170,03047170,Kern,"Belridge, South",35.4308558,-119.6867194,5/29/12,5/29/12,2180,,,,,,,,,,,,,7/1/12,04-030-47170,03047170,7/1/12,Diatomite,,,,
04-030-47171,03047171,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.430148,-119.683552,AW,5/21/12,FF,2170,TVD of well,03047171,Kern,"Belridge, South",35.430148,-119.683552,5/6/12,2311,,,,,,,,,,,,,,,,,,,04-030-47171,03047171,Kern,"Belridge, South",35.4301478,-119.6835521,5/21/12,5/21/12,2170,,,,,,,,,,,,,6/1/12,04-030-47171,03047171,6/1/12,Diatomite,,,,
04-030-47172,03047172,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.43031,-119.684302,AW,5/21/12,FF,2190,TVD of well,03047172,Kern,"Belridge, South",35.43031,-119.684302,5/3/12,2330,,,,,,,,,,,,,,,,,,,04-030-47172,03047172,Kern,"Belridge, South",35.4303102,-119.6843017,5/21/12,5/21/12,2190,,,,,,,,,,,,,6/1/12,04-030-47172,03047172,6/1/12,Diatomite,,,,
04-030-47173,03047173,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.430399,-119.685709,AW,5/29/12,FF,2180,TVD of well,03047173,Kern,"Belridge, South",35.430399,-119.685709,5/13/12,2318,,,,,,,,,,,,,,,,,,,04-030-47173,03047173,Kern,"Belridge, South",35.4303986,-119.6857091,5/29/12,5/29/12,2180,,,,,,,04-030-47173,03047173,,,,,6/1/12,04-030-47173,03047173,6/1/12,Diatomite,,,,
04-030-47213,03047213,0,A,WD,San Joaquin,Kern,Midway-Sunset,,,35.027169,-119.286642,AW,,,4226.68,TVD of well,,Kern,Midway-Sunset,35.027169,-119.286642,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47213,03047213,35.02717,-119.286643,,4226.68,,,,,,,,,,,,,,,
04-030-47222,03047222,0,A,SF,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.469357,-119.723111,AW,9/1/12,FI,1159.97,TVD of well,,Kern,"Belridge, South",35.469357,-119.723111,8/30/12,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47222,03047222,35.46939,-119.722158,,1159.97,,,,,,,9/1/12,,,,,04-030-47222,03047222,9/1/12,Tulare
04-030-47223,03047223,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.461965,-119.703692,AW,10/1/12,FI,1049.97,TVD of well,,Kern,"Belridge, South",35.461965,-119.703692,8/22/12,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47223,03047223,35.461998,-119.70274,,1049.97,,,,,,,10/1/12,,,,,04-030-47223,03047223,10/1/12,Tulare
04-030-47255,03047255,0,A,OG,San Joaquin,Kern,Asphalto,Any Area,Etchegoin,35.3274688,-119.54948,AW,5/14/12,FF,3212,TVD of well,03047255,Kern,Asphalto,35.3274688,-119.54948,4/23/12,3675,,,,,,,,,,,,,,,,,,,04-030-47255,03047255,Kern,Asphalto,35.274688,-119.54948,5/14/12,5/14/12,3212,04-030-47255,03047255,35.275,-119.549,5/14/12,3663,,,,,,,5/1/12,04-030-47255,03047255,5/1/12,Etchegoin,,,,
04-030-47308,03047308,0,A,OG,San Joaquin,Kern,McKittrick,Main Area,Upper,35.302427,-119.63131,AW,7/1/13,FP,1600,MD of well,03047308,Kern,McKittrick,35.302427,-119.63131,1/20/13,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/13,04-030-47308,03047308,7/1/13,Upper,,,,
04-030-47314,03047314,0,A,OG,San Joaquin,Kern,McKittrick,Main Area,Upper,35.301709,-119.63015,AW,7/1/13,FP,1600,MD of well,03047314,Kern,McKittrick,35.301709,-119.63015,2/25/13,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47314,03047314,04-030-47314,03047314,,,7/1/13,04-030-47314,03047314,7/1/13,Upper,,,,
04-030-47319,03047319,0,N,OG,San Joaquin,Kern,McKittrick,Main Area,Upper,35.301327,-119.629255,AW,7/1/13,FP,1601,MD of well,03047319,Kern,McKittrick,35.301327,-119.629255,3/12/13,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47319,03047319,04-030-47319,03047319,,,7/1/13,04-030-47319,03047319,7/1/13,Upper,,,,
04-030-47323,03047323,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.436193,-119.689572,AW,5/16/12,FF,1840,TVD of well,03047323,Kern,"Belridge, South",35.436193,-119.689572,5/7/12,1980,,,,,,,,,,,,,,,,,,,04-030-47323,03047323,Kern,"Belridge, South",35.4361927,-119.6895724,5/16/12,5/16/12,1840,,,,,,,04-030-47323,03047323,,,,,6/1/12,04-030-47323,03047323,6/1/12,Diatomite,,,,
04-030-47324,03047324,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.434245,-119.68599,AW,6/8/12,FF,1990,TVD of well,03047324,Kern,"Belridge, South",35.434245,-119.68599,4/30/12,2140,,,,,,,,,,,,,,,,,,,04-030-47324,03047324,Kern,"Belridge, South",35.4342454,-119.68599,6/8/12,6/8/12,1990,,,,,,,,,,,,,6/1/12,04-030-47324,03047324,6/1/12,Diatomite,,,,
04-030-47325,03047325,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.43058,-119.679357,AW,6/4/12,FF,2230,TVD of well,03047325,Kern,"Belridge, South",35.43058,-119.679357,5/13/12,2368,,,,,,,,,,,,,,,,,,,04-030-47325,03047325,Kern,"Belridge, South",35.43058,-119.6793574,6/4/12,6/4/12,2230,04-030-47325,03047325,35.430613,-119.678407,,2367.89,,,,,,,6/1/12,04-030-47325,03047325,6/1/12,Diatomite,,,,
04-030-47326,03047326,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.427737,-119.680268,AW,5/17/12,FF,2320,TVD of well,03047326,Kern,"Belridge, South",35.427737,-119.680268,4/26/12,2460,,,,,,,,,,,,,,,,,,,04-030-47326,03047326,Kern,"Belridge, South",35.4277369,-119.6802676,5/17/12,5/17/12,2320,,,,,,,,,,,,,6/1/12,04-030-47326,03047326,6/1/12,Diatomite,,,,
04-030-47327,03047327,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.426976,-119.679206,AW,5/17/12,FF,2320,TVD of well,03047327,Kern,"Belridge, South",35.426976,-119.679206,4/22/12,2461,,,,,,,,,,,,,,,,,,,04-030-47327,03047327,Kern,"Belridge, South",35.4269756,-119.6792059,5/17/12,5/17/12,2320,,,,,,,,,,,,,7/1/12,04-030-47327,03047327,7/1/12,Diatomite,,,,
04-030-47328,03047328,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.432071,-119.680648,AW,6/5/12,FF,2200,TVD of well,03047328,Kern,"Belridge, South",35.432071,-119.680648,5/9/12,2337,,,,,,,,,,,,,,,,,,,04-030-47328,03047328,Kern,"Belridge, South",35.4320706,-119.6806477,6/5/12,6/5/12,2200,,,,,,,04-030-47328,03047328,,,,,6/1/12,04-030-47328,03047328,6/1/12,Diatomite,,,,
04-030-47329,03047329,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.432215,-119.689211,AW,5/11/12,FF,2090,TVD of well,03047329,Kern,"Belridge, South",35.432215,-119.689211,5/1/12,2232,,,,,,,,,,,,,,,,,,,04-030-47329,03047329,Kern,"Belridge, South",35.4322154,-119.6892108,5/11/12,5/11/12,2090,,,,,,,,,,,,,6/1/12,04-030-47329,03047329,6/1/12,Diatomite,,,,
04-030-47330,03047330,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.431267,-119.682026,AW,6/5/12,FF,2160,TVD of well,03047330,Kern,"Belridge, South",35.431267,-119.682026,5/4/12,2297,,,,,,,,,,,,,,,,,,,04-030-47330,03047330,Kern,"Belridge, South",35.4320706,-119.6806477,6/5/12,6/5/12,2160,,,,,,,,,,,,,6/1/12,04-030-47330,03047330,6/1/12,Diatomite,,,,
04-030-47331,03047331,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.431117,-119.680898,AW,6/4/12,FF,2200,TVD of well,03047331,Kern,"Belridge, South",35.431117,-119.680898,5/6/12,2338,,,,,,,,,,,,,,,,,,,04-030-47331,03047331,Kern,"Belridge, South",35.4311169,-119.6808982,6/4/12,6/4/12,2200,,,,,,,,,,,,,6/1/12,04-030-47331,03047331,6/1/12,Diatomite,,,,
04-030-47332,03047332,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.431116,-119.68781,AW,5/10/12,FF,2180,TVD of well,03047332,Kern,"Belridge, South",35.431116,-119.68781,5/3/12,2322,,,,,,,,,,,,,,,,,,,04-030-47332,03047332,Kern,"Belridge, South",35.4311164,-119.68781,5/10/12,5/10/12,2180,,,,,,,,,,,,,5/1/12,04-030-47332,03047332,5/1/12,Diatomite,,,,
04-030-47333,03047333,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.429801,-119.681687,AW,5/18/12,FF,2180,TVD of well,03047333,Kern,"Belridge, South",35.429801,-119.681687,4/30/12,2319,,,,,,,,,,,,,,,,,,,04-030-47333,03047333,Kern,"Belridge, South",35.4298006,-119.6816867,5/18/12,5/18/12,2180,,,,,,,04-030-47333,03047333,,,,,6/1/12,04-030-47333,03047333,6/1/12,Diatomite,,,,
04-030-47334,03047334,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.430202,-119.685914,AW,5/31/12,FF,2220,TVD of well,03047334,Kern,"Belridge, South",35.430202,-119.685914,5/15/12,2364,,,,,,,,,,,,,,,,,,,04-030-47334,03047334,Kern,"Belridge, South",35.4302015,-119.6859135,5/31/12,5/31/12,2220,,,,,,,,,,,,,6/1/12,04-030-47334,03047334,6/1/12,Diatomite,,,,
04-030-47335,03047335,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.428936,-119.683288,AW,5/22/12,FF,2270,TVD of well,03047335,Kern,"Belridge, South",35.428936,-119.683288,5/8/12,2411,,,,,,,,,,,,,,,,,,,04-030-47335,03047335,Kern,"Belridge, South",35.4289363,-119.6832885,5/22/12,5/22/12,2270,,,,,,,,,,,,,6/1/12,04-030-47335,03047335,6/1/12,Diatomite,,,,
04-030-47336,03047336,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.429288,-119.68509,AW,5/31/12,FF,2280,TVD of well,03047336,Kern,"Belridge, South",35.429288,-119.68509,5/19/12,2418,,,,,,,,,,,,,,,,,,,04-030-47336,03047336,Kern,"Belridge, South",35.429288,-119.6850901,5/31/12,5/31/12,2280,04-030-47336,03047336,35.429321,-119.684139,,2417.76,,,,,,,6/1/12,04-030-47336,03047336,6/1/12,Diatomite,,,,
04-030-47337,03047337,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,35.428432,-119.681372,AW,5/18/12,FF,2260,TVD of well,03047337,Kern,"Belridge, South",35.428432,-119.681372,4/30/12,2400,,,,,,,,,,,,,,,,,,,04-030-47337,03047337,Kern,"Belridge, South",35.4284321,-119.6813715,5/18/12,5/18/12,2260,04-030-47337,03047337,35.428465,-119.680421,,2399.49,04-030-47337,03047337,,,,,6/1/12,04-030-47337,03047337,6/1/12,Diatomite,,,,
04-030-47347,03047347,0,A,OG,San Joaquin,Kern,Asphalto,Any Area,Etchegoin,35.279177,-119.547717,AW,5/18/12,FF,3039,TVD of well,03047347,Kern,Asphalto,35.279177,-119.547717,5/3/12,3565,,,,,,,,,,,,,,,,,,,04-030-47347,03047347,Kern,Asphalto,35.279177,-119.547717,5/18/12,5/18/12,3039,04-030-47347,03047347,35.279,-119.548,5/18/12,3553.9,,,,,,,6/1/12,04-030-47347,03047347,6/1/12,Etchegoin,,,,
04-030-47350,03047350,0,N,OG,San Joaquin,Kern,Rose,Any Area,McClure,35.63015069,-119.3452679,AW,6/17/12,FF,8288,TVD of well,03047350,Kern,Rose,35.63015069,-119.3452679,5/1/12,12154,,,,,,,,,,,,,,,,,,,04-030-47350,03047350,Kern,Rose,35.63013,-119.34406,6/17/12,6/17/12,8288,04-030-47350,03047350,35.63019417,-119.3443219,6/15/12,7979.329214,,,,,,,6/1/12,04-030-47350,03047350,6/1/12,McClure,,,,
04-030-47461,03047461,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.428605,-119.673041,AW,8/1/12,FP,1040,TVD of well,,Kern,"Belridge, South",35.428605,-119.673041,7/9/12,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47461,03047461,35.428605,-119.673041,,1040,,,,,,,8/1/12,04-030-47461,03047461,8/1/12,Tulare,,,,
04-030-47462,03047462,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.423778,-119.671453,AW,9/1/12,FP,1080,TVD of well,,Kern,"Belridge, South",35.423778,-119.671453,7/31/12,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47462,03047462,35.423811,-119.670504,,1080,,,,,,,9/1/12,04-030-47462,03047462,9/1/12,Tulare,,,,
04-030-47463,03047463,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.416629,-119.668267,AW,7/1/12,FP,1249.95,TVD of well,,Kern,"Belridge, South",35.416629,-119.668267,5/12/12,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47463,03047463,35.416662,-119.667318,,1249.95,,,,,,,7/1/12,04-030-47463,03047463,7/1/12,Tulare,04-030-47463,03047463,6/1/12,Tulare
04-030-47465,03047465,0,N,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.424383,-119.688631,AW,7/1/12,FP,1169.61,TVD of well,,Kern,"Belridge, South",35.424383,-119.688631,4/10/12,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47465,03047465,35.424383,-119.688631,,1169.61,,,,,,,7/1/12,04-030-47465,03047465,7/1/12,Tulare,,,,
04-030-47466,03047466,0,A,OG,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,35.414835,-119.682446,AW,7/1/12,FP,1299.56,TVD of well,,Kern,"Belridge, South",35.414835,-119.682446,4/10/12,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-030-47466,03047466,35.414835,-119.682446,,1299.56,,,,,,,7/1/12,04-030-47466,03047466,7/1/12,Tulare,04-030-47466,03047466,7/1/12,Tulare
04-030-47476,03047476,0,A,OG,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,35.527985,-119.777432,AW,7/11/12,FF,1500,TVD of well,03047476,Kern,"Belridge, North",35.527985,-119.777432,6/12/12,1643,,,,,,,,,,,,,,,,,,,04-030-47476,03047476,Kern,"Belridge, North",35.5279847,-119.777432,7/11/12,7/11/12,1500,04-030-47476,03047476,35.528018,-119.776476,,1642.97,,,,,,,8/1/12,04-030-47476,03047476,8/1/12,Diatomite,,,,
04-030-47477,03047477,0,A,OG,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,35.528946,-119.777692,AW,7/11/12,FF,1500,TVD of well,03047477,Kern,"Belridge, North",35.528946,-119.777692,6/24/12,1646,,,,,,,,,,,,,,,,,,,04-030-47477,03047477,Kern,"Belridge, North",35.5289456,-119.7776916,7/11/12,7/11/12,1500,,,,,,,04-030-47477,03047477,,,,,8/1/12,04-030-47477,03047477,8/1/12,Diatomite,,,,
04-030-47478,03047478,0,A,OG,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,35.52876,-119.77672,AW,7/12/12,FF,1540,TVD of well,03047478,Kern,"Belridge, North",35.52876,-119.77672,6/27/12,1680,,,,,,,,,,,,,,,,,,,04-030-47478,03047478,Kern,"Belridge, North",35.5287597,-119.7767197,7/12/12,7/12/12,1540,,,,,,,,,,,,,8/1/12,04-030-47478,03047478,8/1/12,Diatomite,,,,
