time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1974-08-19T01:03:42.740Z,36.2591667,-118.3193333,0.18,2.92,ml,4,173,0.2642,0.44,ci,ci3319086,2016-01-29T01:32:59.030Z,"28km W of Olancha, CA",earthquake,1.16,2.33,0.271,5,reviewed,ci,ci
1974-08-17T22:59:09.590Z,36.9691667,-121.5955,6.73,2.58,md,26,48,0.01532,0.08,nc,nc1020605,2016-12-14T20:45:19.148Z,"Northern California",earthquake,0.23,0.48,0.49,9,reviewed,nc,nc
1974-08-17T20:19:35.480Z,34.6386667,-116.3576667,6,3.06,ml,10,175,,0.47,ci,ci3317977,2016-01-29T01:23:10.730Z,"20km WSW of Ludlow, CA",earthquake,1.15,31.61,0.045,4,reviewed,ci,ci
1974-08-17T13:22:23.280Z,36.0128333,-120.5791667,5.173,2.8,md,11,153,0.109,0.04,nc,nc1020604,2016-12-14T20:45:14.692Z,"Central California",earthquake,0.57,1.05,0.54,8,reviewed,nc,nc
1974-08-17T12:44:46.990Z,33.8051667,-116.103,7.49,3.37,ml,18,96,,0.4,ci,ci3317976,2016-01-29T01:47:46.680Z,"14km NE of Indio, CA",earthquake,0.75,2.51,0.168,8,reviewed,ci,ci
1974-08-17T08:05:22.550Z,36.789,-121.3016667,5.261,2.65,md,25,56,0.08468,0.07,nc,nc1020602,2016-12-14T20:45:06.433Z,"Central California",earthquake,0.22,0.84,0.39,8,reviewed,nc,nc
1974-08-17T06:56:46.240Z,34.6016667,-116.3631667,6,2.78,mh,10,172,,0.46,ci,ci3317973,2016-01-29T01:18:10.030Z,"23km SW of Ludlow, CA",earthquake,1.12,31.61,0.231,15,reviewed,ci,ci
1974-08-16T23:37:50.170Z,36.4445,-121.0088333,-0.592,2.83,md,9,76,0.02162,0.13,nc,nc1020597,2016-12-14T20:44:50.308Z,"Central California",earthquake,0.97,1.33,0.2,4,reviewed,nc,nc
1974-08-16T18:27:53.530Z,35.9651667,-121.5823333,8.114,2.78,md,13,288,0.1063,0.04,nc,nc1020594,2016-12-14T20:44:34.315Z,"offshore Central California",earthquake,2.84,0.68,0.42,5,reviewed,nc,nc
1974-08-16T16:18:43.270Z,36.8596667,-121.3273333,5.892,2.89,md,40,62,0.02883,0.06,nc,nc1020593,2016-12-14T20:44:29.000Z,"Central California",earthquake,0.15,0.43,0.35,12,reviewed,nc,nc
1974-08-16T03:33:44.470Z,33.8055,-116.0996667,9.19,2.57,mh,9,97,,0.36,ci,ci3317970,2016-01-29T01:13:04.130Z,"14km NE of Indio, CA",earthquake,0.72,2.47,0.189,14,reviewed,ci,ci
1974-08-15T22:41:22.790Z,33.7998333,-116.1066667,12,2.51,ml,11,95,0.3087,0.6,ci,ci3317969,2016-01-29T01:32:58.010Z,"13km NE of Indio, CA",earthquake,1.08,31.61,0.046,2,reviewed,ci,ci
1974-08-15T15:52:46.970Z,36.3095,-120.8368333,8.522,2.67,md,9,143,0.06486,0.05,nc,nc1020579,2016-12-14T20:43:14.734Z,"Central California",earthquake,0.47,0.7,0.28,7,reviewed,nc,nc
1974-08-15T13:52:50.290Z,34.4226667,-118.3533333,3.25,2.51,mh,13,62,,0.33,ci,ci3317962,2016-01-29T01:13:03.670Z,"9km SSW of Agua Dulce, CA",earthquake,0.7,1.44,0.15,16,reviewed,ci,ci
1974-08-15T13:46:48.630Z,34.4101667,-118.3695,4.52,3.16,ml,20,47,,0.41,ci,ci3317961,2016-01-29T01:23:10.170Z,"10km SSW of Agua Dulce, CA",earthquake,0.82,1.26,0.155,10,reviewed,ci,ci
1974-08-15T01:41:33.310Z,36.2721667,-120.8383333,7.781,2.89,md,10,141,0.06577,0.04,nc,nc1020575,2016-12-14T20:42:58.317Z,"Central California",earthquake,0.38,0.69,0.05,5,reviewed,nc,nc
1974-08-14T20:39:15.650Z,38.7995,-122.7716667,0.119,2.53,md,11,106,0.08198,0.04,nc,nc1020573,2016-12-14T20:42:54.103Z,"Northern California",earthquake,0.25,1.43,0.51,4,reviewed,nc,nc
1974-08-14T15:44:00.560Z,37.3043333,-120.9193333,0.08,3.15,md,51,140,0.2505,0.16,nc,nc1020572,2016-12-14T20:42:48.730Z,"Central California",earthquake,0.51,3.65,0.63,10,reviewed,nc,nc
1974-08-14T14:48:06.630Z,34.4335,-118.3941667,9.52,2.84,mh,7,126,,0.35,ci,ci3317958,2016-01-29T01:42:26.940Z,"9km SW of Agua Dulce, CA",earthquake,1.43,3.62,0.174,8,reviewed,ci,ci
1974-08-14T14:45:55.330Z,34.4215,-118.36,10.84,3.69,ml,23,40,,0.42,ci,ci3317957,2016-01-29T01:28:08.580Z,"9km SSW of Agua Dulce, CA",earthquake,0.85,1.14,0.305,9,reviewed,ci,ci
1974-08-14T14:00:00.610Z,37.0233333,-116.0363333,0.4,3.93,ml,15,253,1.742,0.6,ci,ci3319085,2016-01-29T01:18:09.010Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,0.162,9,reviewed,ci,ci
1974-08-14T13:43:47.040Z,32.8745,-115.52,4.55,2.67,mh,12,117,0.07179,0.42,ci,ci3317953,2016-01-29T01:32:57.020Z,"6km ENE of Imperial, CA",earthquake,1.17,1.78,0.141,6,reviewed,ci,ci
1974-08-14T10:16:49.640Z,37.2995,-120.9006667,-0.03,3.3,ml,80,82,0.2532,0.15,nc,nc1020570,2016-12-14T20:42:33.000Z,"Central California",earthquake,0.3,2.01,,0,reviewed,nc,nc
1974-08-14T07:46:36.240Z,36.4588333,-121.0421667,9.615,3.78,md,80,87,0.03874,0.07,nc,nc1020568,2016-12-14T20:42:20.940Z,"Central California",earthquake,0.22,0.44,0.47,18,reviewed,nc,nc
1974-08-14T04:50:17.660Z,32.8055,-115.4583333,13.17,2.56,mh,10,190,0.05924,0.61,ci,ci3317952,2016-01-29T01:37:35.790Z,"7km W of Holtville, CA",earthquake,2.94,2.27,0.127,8,reviewed,ci,ci
1974-08-14T03:57:02.490Z,37.3043333,-120.9001667,0.077,3.28,md,34,149,0.2577,0.21,nc,nc1020567,2016-12-14T20:42:13.997Z,"Central California",earthquake,0.87,6.87,0.12,4,reviewed,nc,nc
1974-08-14T03:52:10.220Z,37.3098333,-120.9248333,0.09,3.78,md,48,140,0.2532,0.09,nc,nc1020566,2016-12-14T20:42:08.400Z,"Central California",earthquake,0.44,3.31,0.45,9,reviewed,nc,nc
1974-08-14T02:42:48.100Z,32.8708333,-115.5083333,5.21,2.83,mh,12,117,0.06152,0.63,ci,ci3317951,2016-01-29T01:23:09.670Z,"6km ENE of Imperial, CA",earthquake,1.55,2.61,0.138,8,reviewed,ci,ci
1974-08-14T02:37:30.020Z,32.8661667,-115.4968333,16.83,3.41,ml,13,117,0.05136,0.49,ci,ci3317950,2016-01-29T01:32:56.530Z,"7km ENE of Imperial, CA",earthquake,1.33,2.12,0.184,4,reviewed,ci,ci
1974-08-14T01:00:00.850Z,37.3036667,-120.9141667,0.76,2.79,md,34,148,0.2514,0.23,nc,nc1020564,2016-12-14T20:41:58.196Z,"Central California",earthquake,1.22,8.62,0.33,4,reviewed,nc,nc
1974-08-13T21:52:30.950Z,36.4548333,-121.0371667,6.205,2.8,md,59,88,0.03333,0.08,nc,nc1020562,2016-12-14T20:41:48.550Z,"Central California",earthquake,0.21,0.6,0.39,6,reviewed,nc,nc
1974-08-13T20:39:13.240Z,34.6373333,-116.3508333,6.6,2.6,mh,,,,,ci,ci12322247,2016-01-29T01:48:31.710Z,"20km WSW of Ludlow, CA",earthquake,,,,0,reviewed,ci,ci
1974-08-13T20:36:22.360Z,34.6013333,-116.3035,6,3.36,ml,10,178,0.8115,0.63,ci,ci3317949,2016-01-29T01:13:02.660Z,"19km SW of Ludlow, CA",earthquake,2.11,31.61,0.058,10,reviewed,ci,ci
1974-08-13T18:16:43.680Z,37.3021667,-120.904,-0.109,3.1,ml,55,142,0.2541,0.21,nc,nc1020560,2016-12-14T20:41:32.990Z,"Central California",earthquake,0.57,4.89,,0,reviewed,nc,nc
1974-08-13T17:58:37.540Z,37.3058333,-120.9108333,0.011,3.79,md,54,142,0.255,0.16,nc,nc1020559,2016-12-14T20:41:25.400Z,"Central California",earthquake,0.49,4.8,0.41,15,reviewed,nc,nc
1974-08-13T17:54:46.140Z,32.8886667,-115.51,8.39,3.13,mh,10,112,0.06776,0.23,ci,ci3319084,2016-01-29T01:23:09.200Z,"7km NE of Imperial, CA",earthquake,0.73,1.93,0.261,11,reviewed,ci,ci
1974-08-13T17:46:57.300Z,32.866,-115.5143333,6.17,3.16,mh,14,118,0.06604,0.49,ci,ci3317947,2016-01-29T01:23:08.670Z,"6km ENE of Imperial, CA",earthquake,1.33,3.64,0.146,16,reviewed,ci,ci
1974-08-13T16:33:41.250Z,32.8866667,-115.5136667,11.6,2.76,mh,9,113,0.06987,0.34,ci,ci3317944,2016-01-29T01:47:45.670Z,"7km NE of Imperial, CA",earthquake,1.22,2.16,0.239,8,reviewed,ci,ci
1974-08-13T15:19:08.700Z,32.8898333,-115.5258333,6.71,3.21,mh,15,114,0.08057,0.54,ci,ci3317942,2016-01-29T01:18:08.470Z,"6km NE of Imperial, CA",earthquake,1.29,3.87,0.235,16,reviewed,ci,ci
1974-08-13T13:39:16.940Z,37.3035,-120.9058333,-0.1,3.47,md,51,142,0.255,0.19,nc,nc1020557,2016-12-14T20:41:17.210Z,"Central California",earthquake,0.51,4.58,0.53,16,reviewed,nc,nc
1974-08-12T23:44:46.210Z,36.9031667,-121.6308333,-0.104,3.35,md,32,77,0.03604,0.2,nc,nc1020551,2016-12-14T20:40:29.983Z,"Central California",quarry blast,0.29,0.95,0.72,10,reviewed,nc,nc
1974-08-12T19:28:09.300Z,34.1446667,-119.7425,6,3.17,ml,8,227,,0.43,ci,ci3317938,2016-01-29T01:47:45.200Z,"19km ENE of Santa Cruz Is. (NW end), CA",earthquake,2.31,31.61,0.231,4,reviewed,ci,ci
1974-08-12T19:16:16.770Z,36.8546667,-121.58,3.392,2.58,md,10,92,0.03153,0.12,nc,nc1020549,2016-12-14T20:40:16.171Z,"Central California",earthquake,0.43,1.18,0.22,3,reviewed,nc,nc
1974-08-12T18:56:02.900Z,37.1928333,-121.8663333,5.707,2.69,md,11,113,0.03784,0.03,nc,nc1020548,2016-12-14T20:40:10.703Z,"Northern California",earthquake,0.3,0.65,0.37,5,reviewed,nc,nc
1974-08-12T17:32:01.290Z,32.8025,-115.4435,12.16,2.78,mh,11,131,0.05951,0.5,ci,ci3317935,2016-01-29T01:32:56.030Z,"6km W of Holtville, CA",earthquake,1.33,1.85,0.23,9,reviewed,ci,ci
1974-08-12T12:45:51.280Z,32.7601667,-115.467,4.88,2.61,mh,12,149,0.1047,0.42,ci,ci3317932,2016-01-29T01:18:07.940Z,"7km ENE of Heber, CA",earthquake,1.48,2.65,0.181,10,reviewed,ci,ci
1974-08-12T11:34:01.050Z,34.6658333,-116.3365,6,2.98,mh,14,179,,0.65,ci,ci3317931,2016-01-29T01:23:07.650Z,"17km WSW of Ludlow, CA",earthquake,1.82,31.61,0.2,20,reviewed,ci,ci
1974-08-12T11:31:09.690Z,36.2405,-120.8081667,6.521,2.85,md,9,155,0.02613,0.06,nc,nc1020546,2016-12-14T20:39:55.886Z,"Central California",earthquake,0.65,0.52,0.55,5,reviewed,nc,nc
1974-08-12T02:30:16.200Z,32.7668333,-115.463,9.24,2.6,mh,13,147,0.09743,0.57,ci,ci3317927,2016-01-29T01:23:06.620Z,"7km ENE of Heber, CA",earthquake,2.11,3.35,0.368,8,reviewed,ci,ci
1974-08-12T01:43:27.250Z,34.2348333,-119.6928333,5.4,2.63,mh,5,232,0.2062,0.36,ci,ci3317925,2016-01-29T01:42:25.920Z,"21km S of Santa Barbara, CA",earthquake,2.53,3.27,0.133,11,reviewed,ci,ci
1974-08-10T18:02:37.330Z,36.8395,-121.5708333,7.521,3.31,md,40,45,0.04144,0.07,nc,nc1020541,2016-12-14T20:39:29.770Z,"Central California",earthquake,0.15,0.33,0.37,10,reviewed,nc,nc
1974-08-10T17:47:35.570Z,40.6925,-124.3233333,10.888,3,ml,5,280,0.164,0,nc,nc1020540,2016-12-14T20:39:19.537Z,"offshore Northern California",earthquake,2.74,1.22,,0,reviewed,nc,nc
1974-08-10T05:16:48.760Z,37.5026667,-117.9706667,6,2.56,ml,3,340,0.4932,0.52,ci,ci3317924,2016-01-29T01:42:25.430Z,"40km ENE of Bishop, CA",earthquake,9.05,31.61,0.137,4,reviewed,ci,ci
1974-08-09T23:45:55.890Z,37.1476667,-120.3438333,0.367,3.56,md,13,327,0.4901,0.15,nc,nc1020533,2016-12-14T20:38:40.714Z,"Central California",earthquake,6.43,10.82,0.25,6,reviewed,nc,nc
1974-08-09T12:19:59.500Z,40.218,-124.151,7,3.9,mb,,,,,us,usp00007hh,2014-11-06T23:21:25.710Z,"Northern California",earthquake,,,,,reviewed,us,us
1974-08-09T07:12:49.640Z,36.458,-121.0251667,7.704,2.88,md,56,74,0.03333,0.07,nc,nc1020524,2016-12-14T20:37:55.350Z,"Central California",earthquake,0.18,0.51,0.58,8,reviewed,nc,nc
1974-08-09T02:28:06.460Z,34.6226667,-116.3861667,6,2.63,mh,11,171,,0.54,ci,ci3317921,2016-01-29T01:28:07.590Z,"23km WSW of Ludlow, CA",earthquake,1.37,31.61,0.162,13,reviewed,ci,ci
1974-08-08T22:02:04.020Z,34.6628333,-116.3706667,6,2.91,ml,8,176,,0.49,ci,ci3317918,2016-01-29T01:13:02.140Z,"20km WSW of Ludlow, CA",earthquake,1.45,31.61,0.134,7,reviewed,ci,ci
1974-08-08T21:16:57.520Z,36.6133333,-121.2235,5.495,3.3,md,72,24,0.01441,0.07,nc,nc1020523,2016-12-14T20:37:43.320Z,"Central California",earthquake,0.15,0.27,0.56,10,reviewed,nc,nc
1974-08-08T20:05:06.320Z,36.6128333,-121.22,5.508,3.86,md,32,33,0.06306,0.05,nc,nc1020522,2016-12-14T20:37:34.790Z,"Central California",earthquake,0.18,0.7,0.25,12,reviewed,nc,nc
1974-08-08T19:54:02.070Z,36.4626667,-121.022,6.758,3.15,md,26,76,0.03784,0.07,nc,nc1020520,2016-12-14T20:37:22.677Z,"Central California",earthquake,0.25,0.75,0.63,13,reviewed,nc,nc
1974-08-08T06:46:32.100Z,36.8746667,-121.4133333,6.659,2.72,md,31,55,0.01892,0.06,nc,nc1020512,2016-12-14T20:36:48.791Z,"Central California",earthquake,0.17,0.48,0.38,9,reviewed,nc,nc
1974-08-07T21:00:48.240Z,36.877,-121.4123333,6.739,2.74,md,32,47,0.02162,0.07,nc,nc1020509,2016-12-14T20:36:32.970Z,"Central California",earthquake,0.2,0.56,0.62,11,reviewed,nc,nc
1974-08-07T14:37:46.300Z,36.4605,-121.0198333,6.813,2.59,md,16,76,0.03604,0.08,nc,nc1020506,2016-12-14T20:36:16.949Z,"Central California",earthquake,0.34,0.79,0.21,4,reviewed,nc,nc
1974-08-07T10:32:52.470Z,32.8381667,-115.4783333,11.22,2.69,mh,14,123,0.04273,0.39,ci,ci3317913,2016-01-29T01:32:55.540Z,"9km E of Imperial, CA",earthquake,1.39,1.66,0.264,9,reviewed,ci,ci
1974-08-07T07:17:01.250Z,34.6346667,-116.3548333,6,3.09,ml,7,227,,0.25,ci,ci3317911,2016-01-29T01:18:07.370Z,"20km WSW of Ludlow, CA",earthquake,1.3,31.61,0.299,7,reviewed,ci,ci
1974-08-06T22:28:48.860Z,36.905,-121.6338333,-0.144,2.72,md,18,100,0.03514,0.15,nc,nc1020502,2016-12-14T20:35:59.307Z,"Central California",quarry blast,0.37,0.99,0.51,7,reviewed,nc,nc
1974-08-06T10:50:29.000Z,32.9661667,-115.544,12.18,2.54,mh,11,99,0.09555,0.23,ci,ci3317909,2016-01-29T01:18:06.870Z,"2km SW of Brawley, CA",earthquake,0.71,1.41,0.176,6,reviewed,ci,ci
1974-08-06T03:56:10.130Z,34.6568333,-116.3546667,6,2.7,mh,9,176,,0.52,ci,ci3317907,2016-01-29T01:23:05.560Z,"19km WSW of Ludlow, CA",earthquake,1.85,31.61,0.22,13,reviewed,ci,ci
1974-08-05T20:56:28.920Z,37.1406667,-121.5738333,4.536,3.1,md,24,103,0.04595,0.08,nc,nc1020498,2016-12-14T20:35:41.888Z,"Northern California",earthquake,0.29,0.79,0.41,10,reviewed,nc,nc
1974-08-05T20:42:58.320Z,36.4616667,-121.0223333,7.278,3.3,md,27,76,0.03694,0.06,nc,nc1020497,2016-12-14T20:35:35.080Z,"Central California",earthquake,0.23,0.6,0.37,10,reviewed,nc,nc
1974-08-05T19:32:04.350Z,33.8163333,-116.1953333,6,2.6,mh,10,177,0.4761,0.54,ci,ci3317902,2016-01-29T01:47:43.600Z,"11km N of Indio, CA",earthquake,1.8,31.61,0.149,10,reviewed,ci,ci
1974-08-05T10:38:53.340Z,36.613,-121.2251667,6.268,3.62,md,79,28,0.009009,0.07,nc,nc1020487,2016-12-14T20:34:50.340Z,"Central California",earthquake,0.16,0.26,0.29,8,reviewed,nc,nc
1974-08-05T06:10:47.770Z,36.6253333,-120.7578333,-0.126,3.33,md,29,205,0.04685,0.19,nc,nc1020483,2016-12-14T20:34:38.427Z,"Central California",earthquake,0.78,1.73,0.11,5,reviewed,nc,nc
1974-08-05T05:43:01.590Z,36.6121667,-121.2236667,6.057,2.93,md,81,25,0.009009,0.06,nc,nc1020481,2016-12-14T20:34:23.920Z,"Central California",earthquake,0.15,0.25,0.61,8,reviewed,nc,nc
1974-08-05T05:42:26.110Z,36.6136667,-121.2251667,6.458,2.66,md,84,22,0.01532,0.07,nc,nc1020480,2016-12-14T20:34:13.570Z,"Central California",earthquake,0.16,0.26,0.42,8,reviewed,nc,nc
1974-08-05T02:03:13.780Z,36.361,-120.934,3.482,2.83,md,24,62,0.04414,0.06,nc,nc1020477,2016-12-14T20:33:51.317Z,"Central California",earthquake,0.21,0.72,0.66,10,reviewed,nc,nc
1974-08-05T01:24:48.680Z,34.4421667,-116.5815,6,2.53,mh,6,144,0.7957,0.59,ci,ci3317898,2016-01-29T01:47:42.580Z,"32km NE of Big Bear City, CA",earthquake,1.57,31.61,0.212,12,reviewed,ci,ci
1974-08-04T19:01:38.710Z,34.0668333,-116.333,8.57,2.5,mh,,,,,ci,ci12322139,2016-01-29T01:23:49.060Z,"8km SSW of Joshua Tree, CA",earthquake,,,,0,reviewed,ci,ci
1974-08-04T17:33:24.340Z,36.6178333,-121.229,6.428,3.77,md,98,23,0.00991,0.06,nc,nc1020471,2016-12-14T20:33:14.840Z,"Central California",earthquake,0.15,0.22,0.59,16,reviewed,nc,nc
1974-08-04T15:43:45.190Z,36.6176667,-121.2291667,6.048,3.2,md,85,24,0.00991,0.07,nc,nc1020468,2016-12-14T20:32:57.880Z,"Central California",earthquake,0.15,0.25,0.56,12,reviewed,nc,nc
1974-08-04T15:30:28.780Z,36.6171667,-121.2243333,5.69,3.56,md,34,40,0.01802,0.04,nc,nc1020467,2016-12-14T20:32:49.530Z,"Central California",earthquake,0.17,0.42,0.41,16,reviewed,nc,nc
1974-08-04T15:03:45.300Z,36.6155,-121.2215,5.94,3.1,ml,41,41,0.02072,0.06,nc,nc1020465,2016-12-14T20:32:37.770Z,"Central California",earthquake,0.18,0.43,,0,reviewed,nc,nc
1974-08-04T13:46:25.980Z,36.7888333,-121.5043333,7.107,2.89,md,37,39,0.03694,0.11,nc,nc1020464,2016-12-14T20:32:29.540Z,"Central California",earthquake,0.24,0.51,0.33,10,reviewed,nc,nc
1974-08-04T09:08:06.450Z,34.244,-117.1681667,5.85,3.48,ml,12,97,0.3033,0.46,ci,ci3317897,2016-01-29T01:18:05.850Z,"2km ESE of Lake Arrowhead, CA",earthquake,0.74,2.11,0.087,10,reviewed,ci,ci
1974-08-04T09:02:03.090Z,34.2353333,-117.1908333,2.68,2.67,ml,10,95,0.2857,0.45,ci,ci3317896,2016-01-29T01:42:24.480Z,"1km S of Lake Arrowhead, CA",earthquake,0.8,2.43,0.135,6,reviewed,ci,ci
1974-08-04T08:31:56.740Z,34.6385,-116.3541667,6,2.63,mh,6,176,0.7586,0.43,ci,ci3317894,2016-01-29T01:32:54.550Z,"20km WSW of Ludlow, CA",earthquake,1.52,31.61,0.201,12,reviewed,ci,ci
1974-08-04T08:30:32.330Z,34.6598333,-116.3441667,6,3.1,ml,8,178,0.7442,0.38,ci,ci3317893,2016-01-29T01:42:23.990Z,"18km WSW of Ludlow, CA",earthquake,1.37,31.61,0.03,3,reviewed,ci,ci
1974-08-04T08:28:58.540Z,36.8618333,-121.5915,6.013,2.62,md,35,62,0.02252,0.11,nc,nc1020463,2016-12-14T20:32:21.910Z,"Central California",earthquake,0.24,0.36,0.68,10,reviewed,nc,nc
1974-08-04T03:43:53.450Z,37.9993333,-121.8451667,18.237,3,ml,43,96,0.07117,0.12,nc,nc1020461,2016-12-14T20:32:09.420Z,"San Francisco Bay area, California",earthquake,0.3,0.24,,0,reviewed,nc,nc
1974-08-04T02:36:24.740Z,36.4476667,-120.6616667,14.816,2.97,md,11,207,0.1477,0.02,nc,nc1020458,2016-12-14T20:31:54.025Z,"Central California",earthquake,0.79,0.73,0.34,5,reviewed,nc,nc
1974-08-03T23:54:32.500Z,36.3551667,-120.9375,7.092,2.8,md,10,61,0.03874,0.06,nc,nc1020457,2016-12-14T20:31:48.123Z,"Central California",earthquake,0.35,0.82,0.32,3,reviewed,nc,nc
1974-08-03T20:25:55.490Z,34.6636667,-116.3423333,6,2.79,mh,6,178,0.7417,0.67,ci,ci3317891,2016-01-29T01:32:54.050Z,"18km WSW of Ludlow, CA",earthquake,3.51,31.61,0.196,11,reviewed,ci,ci
1974-08-03T15:00:21.180Z,32.658,-115.3645,6,2.71,mh,3,282,0.6285,0.69,ci,ci3317890,2016-01-29T01:18:05.350Z,"10km E of Mexicali, B.C., MX",earthquake,5.68,31.61,0.172,5,reviewed,ci,ci
1974-08-03T14:18:04.180Z,36.5096667,-121.0915,3.384,2.95,md,13,55,0.01261,0.03,nc,nc1020454,2016-12-14T20:31:34.241Z,"Central California",earthquake,0.27,0.48,,3,reviewed,nc,nc
1974-08-03T03:07:14.420Z,34.6495,-116.324,6,2.76,mh,7,179,0.7616,0.53,ci,ci3317882,2016-01-29T01:47:42.040Z,"17km WSW of Ludlow, CA",earthquake,1.9,31.61,0.166,13,reviewed,ci,ci
1974-08-03T01:51:26.410Z,35.7726667,-117.6991667,0.19,2.91,ml,8,127,0.09315,0.71,ci,ci3318150,2016-01-29T01:47:41.480Z,"17km N of Ridgecrest, CA",earthquake,2.19,5.58,0.049,6,reviewed,ci,ci
1974-08-03T01:12:39.730Z,36.5696667,-121.1646667,3.336,2.99,md,29,55,0.08468,0.07,nc,nc1020449,2016-12-14T20:31:16.174Z,"Central California",earthquake,0.22,1.05,0.48,10,reviewed,nc,nc
1974-08-02T23:10:46.590Z,34.5185,-116.5435,6,2.54,ml,6,208,0.8106,0.57,ci,ci3317876,2016-01-29T01:18:04.860Z,"40km ENE of Lucerne Valley, CA",earthquake,2.18,31.61,0.133,3,reviewed,ci,ci
1974-08-02T19:38:57.160Z,32.8111667,-115.465,6.71,3.01,mh,13,130,0.05611,0.53,ci,ci3317870,2016-01-29T01:42:23.470Z,"8km W of Holtville, CA",earthquake,1.93,3.65,0.087,14,reviewed,ci,ci
1974-08-02T19:15:30.020Z,34.6473333,-116.348,5,2.6,mh,,,,,ci,ci12322083,2016-01-29T01:13:33.420Z,"19km WSW of Ludlow, CA",earthquake,,,,0,reviewed,ci,ci
1974-08-02T14:55:55.420Z,36.6101667,-121.2125,4.037,2.67,md,18,57,0.02883,0.04,nc,nc1020445,2016-12-14T20:30:59.870Z,"Central California",earthquake,0.26,0.49,0.25,7,reviewed,nc,nc
1974-08-02T14:46:06.180Z,35.9951667,-120.5651667,3.303,3.83,md,15,136,0.08919,0.07,nc,nc1020444,2016-12-14T20:30:55.883Z,"Central California",earthquake,0.5,1.31,0.66,4,reviewed,nc,nc
1974-08-02T13:35:37.120Z,32.847,-115.467,12.38,2.74,mh,9,126,0.02998,0.28,ci,ci3317861,2016-01-29T01:28:06.620Z,"9km WNW of Holtville, CA",earthquake,1.19,1.64,0.103,4,reviewed,ci,ci
1974-08-02T13:34:56.660Z,32.8515,-115.4723333,10.83,2.62,mh,12,119,0.03226,0.43,ci,ci3317860,2016-01-29T01:47:40.940Z,"9km E of Imperial, CA",earthquake,1.1,2.42,0.237,5,reviewed,ci,ci
1974-08-02T13:28:34.070Z,32.8176667,-115.4726667,12.54,2.5,mh,7,139,0.05378,0.52,ci,ci3317855,2016-01-29T01:47:40.400Z,"9km ENE of El Centro, CA",earthquake,2.3,3.19,0.104,4,reviewed,ci,ci
1974-08-02T12:37:40.830Z,34.6495,-116.4038333,6,2.77,mh,5,171,0.7297,0.59,ci,ci3317848,2016-01-29T01:28:05.640Z,"24km WSW of Ludlow, CA",earthquake,2.19,31.61,0.232,14,reviewed,ci,ci
1974-08-02T11:20:34.790Z,32.848,-115.476,14.35,2.65,mh,14,120,0.03637,0.39,ci,ci3317846,2016-01-29T01:32:53.560Z,"9km E of Imperial, CA",earthquake,1.38,1.67,0.145,6,reviewed,ci,ci
1974-08-02T08:32:56.120Z,32.8651667,-115.4826667,13.47,3.03,ml,8,160,0.0394,0.29,ci,ci3317839,2016-01-29T01:37:33.440Z,"8km ENE of Imperial, CA",earthquake,2.19,1.66,,1,reviewed,ci,ci
1974-08-02T06:52:34.130Z,34.6391667,-116.3783333,6,2.94,mh,6,173,0.7485,0.56,ci,ci3317837,2016-01-29T01:32:53.070Z,"22km WSW of Ludlow, CA",earthquake,1.94,31.61,0.156,14,reviewed,ci,ci
1974-08-02T05:42:46.170Z,32.8135,-115.4795,5.14,3.33,ml,13,131,0.06053,0.48,ci,ci3317836,2016-01-29T01:42:22.960Z,"8km ENE of El Centro, CA",earthquake,1.34,2.33,0.067,4,reviewed,ci,ci
1974-08-01T23:27:56.980Z,36.4431667,-120.6605,15.536,2.63,md,11,224,0.1459,0.03,nc,nc1020439,2016-12-14T20:30:36.784Z,"Central California",earthquake,0.83,1,0.55,4,reviewed,nc,nc
1974-08-01T23:18:52.140Z,36.6538333,-121.2245,7.326,2.64,md,75,29,0.01892,0.08,nc,nc1020438,2016-12-14T20:30:31.040Z,"Central California",earthquake,0.18,0.33,0.52,11,reviewed,nc,nc
1974-08-01T23:09:07.520Z,34.628,-116.3441667,6,2.7,mh,6,176,0.7717,0.49,ci,ci3317835,2016-01-29T01:47:39.340Z,"20km WSW of Ludlow, CA",earthquake,1.65,31.61,0.16,11,reviewed,ci,ci
1974-08-01T20:43:16.610Z,34.9713333,-118.8345,0.06,2.61,ml,9,163,0.3278,0.56,ci,ci3317834,2016-01-29T01:28:04.660Z,"9km ENE of Grapevine, CA",earthquake,1.32,2.13,0.107,4,reviewed,ci,ci
1974-08-01T16:56:57.530Z,34.6281667,-116.3406667,6,2.92,mh,5,176,0.773,0.39,ci,ci3317831,2016-01-29T01:47:39.840Z,"20km WSW of Ludlow, CA",earthquake,1.69,31.61,0.262,11,reviewed,ci,ci
1974-08-01T09:04:09.150Z,34.4913333,-116.3635,6,3.21,ml,4,224,0.9743,0.51,ci,ci3317828,2016-01-29T01:42:22.500Z,"32km SW of Ludlow, CA",earthquake,3.07,31.61,0.166,8,reviewed,ci,ci
1974-08-01T07:21:09.180Z,32.6085,-115.3241667,9.21,3.22,mh,14,172,0.1,0.46,ci,ci3317822,2016-01-29T01:37:32.900Z,"6km NNE of Puebla, B.C., MX",earthquake,1.53,2.23,0.197,14,reviewed,ci,ci
